asset_unique,symb_assets,type_assets,Variance,Skewness,Kurtosis,Stable \alpha,Stable \gamma,Q_{5%},Q_{2.5%},Q_{1%},Q_{0.5%},CTE_{5%},CTE_{2.5%},CTE_{1%},CTE_{0.5%},Q_{95%},Q_{97.5%},Q_{99%},Q_{99.5%},CTE_{95%},CTE_{97.5%},CTE_{99%},CTE_{99.5%},GARCH parameter,ARCH parameter
EcolabInc_ECL,ECL,Stock,0.00016411,4.835700989,106.6766449,1.642044052,0.006078417,-0.017824563,-0.024485267,-0.032004906,-0.042550644,-0.027542569,-0.033845319,-0.043159898,-0.048848305,0.017219258,0.022120507,0.028032349,0.034086481,0.026775045,0.034430411,0.049954477,0.068786882,0.818754462,0.12893032
EdisonInt'_EIX,EIX,Stock,0.00181763,-31.39812501,1112.703817,1.727822886,0.007278497,-0.019486127,-0.024372716,-0.038003829,-0.058361724,-0.0550657,-0.087856167,-0.179697567,-0.31137922,0.018813526,0.024045388,0.030456505,0.036456285,0.028175938,0.035230855,0.047952056,0.062128618,0,0.9999998
EdwardsLifescience_EW,EW,Stock,0.000776416,-15.72374175,448.0172209,1.614050433,0.008831512,-0.025637128,-0.034371455,-0.046968116,-0.060374497,-0.051055747,-0.072145585,-0.125394321,-0.197712464,0.026399837,0.034723945,0.056249553,0.085636359,0.044626472,0.058733328,0.087443027,0.10685627,0,0.9999998
ElectronicArt_EA,EA,Stock,0.004030982,-32.18665734,1154.354138,1.693470084,0.010440555,-0.028247854,-0.038327954,-0.053997796,-0.058558042,-0.07468181,-0.115832019,-0.226686633,-0.397211498,0.028354756,0.036322124,0.047915461,0.072906243,0.047028877,0.061739162,0.093191855,0.128272006,0,0.9999998
EmersonElectricCompan_EMR,EMR,Stock,0.000242581,-5.131593487,100.5426239,1.701513596,0.008051263,-0.023076126,-0.031243478,-0.036498842,-0.041636118,-0.035664726,-0.044553958,-0.061251703,-0.084279149,0.021270652,0.026946434,0.034716945,0.039375922,0.029109159,0.034234104,0.041446379,0.046131166,0.785572044,0.113927132
EntergyCorp_ETR,ETR,Stock,0.000121138,-0.421522104,4.479551418,1.820848459,0.00698592,-0.017987659,-0.023394248,-0.033245196,-0.036584732,-0.026157214,-0.031547995,-0.038802133,-0.042707303,0.017194952,0.021538026,0.026952267,0.029822826,0.022738734,0.026566351,0.03094991,0.033465773,0.950767687,0.029379702
EOGResource_EOG,EOG,Stock,0.000706145,11.77889182,304.3963892,1.730979892,0.011824368,-0.032185195,-0.042382244,-0.052073165,-0.061585913,-0.045241937,-0.052800846,-0.063396867,-0.070281893,0.032211273,0.038330578,0.052195677,0.064482743,0.052572898,0.069488746,0.110012589,0.160543105,0.131619554,0.868380246
EquifaxInc_EFX,EFX,Stock,0.000385162,-12.65079436,305.6290673,1.606914508,0.006855583,-0.019194153,-0.028000909,-0.036858765,-0.054442509,-0.041836884,-0.059794544,-0.104517204,-0.167066463,0.020374592,0.025442031,0.032485386,0.040049902,0.029267006,0.035387974,0.045955989,0.056141094,0.043966155,0.956033645
Equini_EQIX,EQIX,Stock,0.000217726,0.897674652,19.74133415,1.73034663,0.008158001,-0.021520958,-0.028839786,-0.038591092,-0.0536373,-0.032816227,-0.040902307,-0.05461304,-0.064906722,0.021898218,0.027803722,0.035363249,0.0433701,0.032920296,0.041281563,0.057291291,0.075572653,0.860565938,0.068163275
EquityResidentia_EQR,EQR,Stock,0.004064282,-36.01854671,1338.787802,1.767816553,0.006748483,-0.019100401,-0.025185123,-0.032017837,-0.036859824,-0.060732417,-0.09865323,-0.20967369,-0.385372977,0.016715157,0.021053229,0.02559624,0.027045344,0.021882143,0.025206258,0.028908735,0.031638745,0,0.9999998
"EssexPropertyTrust,Inc_ESS",ESS,Stock,0.000335882,18.34689913,549.4483011,1.787456342,0.007056063,-0.01926442,-0.025169049,-0.030783167,-0.035854323,-0.026845632,-0.031755452,-0.037990067,-0.042227373,0.017863135,0.02231273,0.026375247,0.030359063,0.031021082,0.041875006,0.069810734,0.11164022,0,0.9999998
EsteeLauderCos_EL,EL,Stock,0.00171401,-31.50721793,1121.765775,1.643923551,0.0068541,-0.019067845,-0.027429131,-0.040694293,-0.056201972,-0.052051998,-0.080926037,-0.158241179,-0.268531131,0.018929106,0.023639105,0.034881222,0.054287026,0.031932029,0.042612834,0.064708354,0.087674532,0,0.9999998
EverestReGroupLtd_RE,RE,Stock,0.000185771,-5.453756642,113.7239171,1.732638405,0.006411927,-0.017320155,-0.02301157,-0.03378513,-0.038096208,-0.029945583,-0.039857417,-0.060761843,-0.086123388,0.016712471,0.023112723,0.029831439,0.044246069,0.02658514,0.033993627,0.046976951,0.057607903,0,0.9999998
Everg_EVRG,EVRG,Stock,0.002928114,-35.6540264,1320.747597,1.728122311,0.005835652,-0.015731128,-0.020315251,-0.030101869,-0.040621545,-0.053116289,-0.087487931,-0.185656702,-0.334912507,0.015740263,0.018742751,0.024393494,0.030786849,0.021736448,0.026401878,0.03455922,0.041559004,0,0.9999998
EversourceEnerg_ES,ES,Stock,0.000246148,-16.00340136,449.6390702,1.804893891,0.006338579,-0.016962165,-0.02427391,-0.031482073,-0.039987116,-0.031497849,-0.042749771,-0.068893712,-0.102502129,0.015577279,0.019241094,0.02379013,0.026349869,0.020803574,0.024268258,0.028773155,0.03215327,0,0.9999998
ExelonCorp_EXC,EXC,Stock,0.00097537,-29.14524344,1008.740797,1.822783964,0.007829854,-0.020594886,-0.025804432,-0.033002795,-0.04515469,-0.043870684,-0.064824502,-0.121549355,-0.203623247,0.019926352,0.02451802,0.029474033,0.033975268,0.026003656,0.02973105,0.034926447,0.038574079,0,0.9999998
ExpediaGrou_EXPE,EXPE,Stock,0.000466665,3.583160713,79.06032356,1.704958329,0.009831321,-0.026669706,-0.034227745,-0.045828642,-0.053779131,-0.041628649,-0.052753796,-0.076095924,-0.103133103,0.026297169,0.035446857,0.050517991,0.078829149,0.048665125,0.066518188,0.106898888,0.147526121,0.428831146,0.402288746
Expeditor_EXPD,EXPD,Stock,0.001006163,-28.90607929,998.73573,1.638544372,0.00700687,-0.020892121,-0.027697167,-0.035281854,-0.049751963,-0.045794605,-0.067225268,-0.123860549,-0.207282176,0.018637426,0.025744283,0.031794987,0.038822346,0.028216955,0.034985993,0.045870686,0.055610505,0,0.9999998
ExtraSpaceStorag_EXR,EXR,Stock,0.000356007,-15.84994161,444.1861559,1.822082307,0.0079436,-0.020025116,-0.026147639,-0.03635006,-0.044108659,-0.036613757,-0.049945808,-0.081451518,-0.122274314,0.020376468,0.023972682,0.029299797,0.032318998,0.025858534,0.029193097,0.033759366,0.036709451,0,0.9999998
ExxonMobilCorp_XOM,XOM,Stock,0.000167883,-2.678327211,43.95153176,1.684684357,0.006819521,-0.020245327,-0.026115467,-0.034590133,-0.042738293,-0.03090597,-0.039178421,-0.054821744,-0.070407893,0.017507806,0.023217092,0.032331894,0.039004388,0.026143084,0.031892832,0.040697151,0.04609295,0.706384835,0.223761586
F5Network_FFIV,FFIV,Stock,0.000323288,1.689675225,37.86185743,1.659449557,0.008716341,-0.026847329,-0.035267923,-0.049053982,-0.070448405,-0.042082429,-0.053143352,-0.070842699,-0.084925392,0.023360031,0.029119111,0.039743939,0.047835217,0.0375914,0.04909347,0.072337502,0.101313085,0.9,0.05
"Facebook,Inc_FB",FB,Stock,0.000505367,-6.181312976,129.2284349,1.657037359,0.009549496,-0.02764998,-0.039237152,-0.052977217,-0.063723323,-0.050027537,-0.0675687,-0.102070534,-0.146727627,0.027779524,0.03510894,0.044754389,0.061538618,0.042342126,0.053040715,0.073126329,0.097660996,0.135338322,0.864661478
FastenalC_FAST,FAST,Stock,0.003245498,-33.77668969,1229.113889,1.69288269,0.008523598,-0.024203867,-0.034716114,-0.042195306,-0.055092376,-0.065537743,-0.101730689,-0.202032782,-0.356453972,0.022753356,0.028987696,0.037418086,0.046177383,0.033094611,0.040675458,0.054962535,0.067730746,2.40E-05,0.999975778
FederalRealtyInvestmentTrus_FRT,FRT,Stock,0.000263302,-15.25480771,424.3345515,1.827935525,0.007034031,-0.019358793,-0.023297794,-0.032153698,-0.036463376,-0.03180285,-0.041914995,-0.066433597,-0.098760983,0.017100212,0.020829695,0.025980759,0.027750258,0.022377147,0.025877422,0.031373731,0.035982449,0,0.9999998
FedExCorporatio_FDX,FDX,Stock,0.001827807,31.34525823,1113.909572,1.683190574,0.008097134,-0.023670012,-0.031326933,-0.041609125,-0.047835731,-0.035937156,-0.043571937,-0.055946423,-0.066974268,0.022147824,0.026912289,0.033127814,0.044505632,0.051447273,0.078019772,0.154256886,0.270819541,0,0.9999998
FidelityNationalInformationSe_FIS,FIS,Stock,0.000708915,-26.37280392,882.090374,1.607528136,0.006373528,-0.018384826,-0.024483968,-0.033672052,-0.042946884,-0.04070394,-0.059712645,-0.108138583,-0.179120725,0.017898947,0.024633206,0.035230407,0.039453066,0.028316518,0.03559658,0.04592272,0.054034011,0,0.9999998
FifthThirdBancor_FITB,FITB,Stock,0.002714699,-32.71410869,1177.31455,1.692761556,0.009045565,-0.026504818,-0.035711807,-0.047831417,-0.060346452,-0.065383528,-0.099450977,-0.191820437,-0.330496107,0.024078982,0.0293121,0.03874411,0.046919809,0.03275484,0.038908275,0.048865512,0.054291428,0,0.9999998
FirstRepublicBan_FRC,FRC,Stock,0.00052688,16.69880137,492.1321203,1.72292587,0.008251766,-0.022140866,-0.027872391,-0.038181197,-0.047895679,-0.033585259,-0.042163134,-0.058321521,-0.072720015,0.021692843,0.027922216,0.03952467,0.049396024,0.041405443,0.057509021,0.097476265,0.149701042,0.062053055,0.937946745
FirstEnergyCor_FE,FE,Stock,0.000896665,-27.64065628,940.8736423,1.802658856,0.007919489,-0.020956559,-0.026992914,-0.035767659,-0.039757806,-0.04358444,-0.063168885,-0.115111097,-0.192933275,0.01945675,0.02508399,0.029600068,0.037363388,0.027890873,0.033256732,0.042177587,0.052241116,0,0.9999998
FiservIn_FISV,FISV,Stock,0.000280308,-14.44234199,396.3238456,1.700196434,0.006652528,-0.017701535,-0.022776607,-0.033066999,-0.041216142,-0.032780083,-0.04508747,-0.071988242,-0.106841111,0.018044547,0.023119119,0.029071205,0.039292325,0.026222,0.03182248,0.040346605,0.048603087,0,0.9999998
FleetCorTechnologiesIn_FLT,FLT,Stock,0.000292685,0.347776921,9.978172399,1.601200588,0.008764734,-0.027098334,-0.033786605,-0.044690394,-0.051174147,-0.03809574,-0.045796351,-0.058461892,-0.068095326,0.025070808,0.034002047,0.055348545,0.069174372,0.041977813,0.055248664,0.076251049,0.089953278,0.663040105,0.118562559
FLIRSystem_FLIR,FLIR,Stock,0.001780146,-30.64820213,1080.706012,1.723908163,0.008084464,-0.02125903,-0.029195213,-0.03852123,-0.050221156,-0.05382396,-0.082077142,-0.159816808,-0.276436625,0.021721797,0.028203897,0.037952274,0.059507111,0.035155345,0.045430904,0.067223426,0.086388326,0,0.9999998
FlowserveCorporatio_FLS,FLS,Stock,0.001626748,-26.33115211,880.1349708,1.787476436,0.011218512,-0.030169616,-0.037368084,-0.049593729,-0.071010308,-0.062661366,-0.091451114,-0.168244705,-0.282448631,0.02735655,0.035087119,0.047868261,0.054508197,0.038414003,0.046376526,0.058371316,0.065923748,0,0.9999998
FMCCorporatio_FMC,FMC,Stock,0.000347646,2.424549115,36.93271825,1.644296691,0.009532917,-0.027478781,-0.034361024,-0.045189314,-0.053582304,-0.038466158,-0.045921902,-0.057359685,-0.064912894,0.027408317,0.035989484,0.047642115,0.060908021,0.044474903,0.057746459,0.083207672,0.113559167,0,0.30431575
FordMoto_F,F,Stock,0.000955783,-24.91700504,818.5967696,1.663750386,0.008388984,-0.025520431,-0.032734527,-0.048246909,-0.062672728,-0.052302647,-0.075474177,-0.130568284,-0.208862231,0.023110539,0.028421201,0.035318989,0.039750483,0.031982935,0.038152663,0.049107857,0.060350934,0,0.9999998
Fortine_FTNT,FTNT,Stock,0.000809455,11.37915637,305.7700747,1.647961186,0.010624521,-0.031465372,-0.042336851,-0.060065842,-0.070124988,-0.050954742,-0.064573034,-0.086555692,-0.108624177,0.029962992,0.036895338,0.048233012,0.07549273,0.054163007,0.074790424,0.127344711,0.192743035,0,0.9999998
FortiveCor_FTV,FTV,Stock,0.000457487,-14.9357369,341.7954092,1.644768984,0.007107729,-0.020472226,-0.026987598,-0.040343214,-0.043662066,-0.041050947,-0.059339729,-0.099415337,-0.156737367,0.020073903,0.025815544,0.036069797,0.041860717,0.029026956,0.035104005,0.04371718,0.048889935,0.097431236,0.902568564
FortuneBrandsHome&Securit_FBHS,FBHS,Stock,0.000379492,-8.617596549,193.8571452,1.806064367,0.009234654,-0.02470001,-0.031931701,-0.045424568,-0.056354003,-0.043053995,-0.057486125,-0.089914048,-0.126610439,0.022315361,0.026885355,0.039089722,0.044145807,0.031533821,0.038944122,0.04954428,0.05792074,0.527384899,0.472614901
FranklinResource_BEN,BEN,Stock,0.000442572,12.27177556,325.1412339,1.736562563,0.008967729,-0.02584309,-0.034220204,-0.043997639,-0.050691767,-0.03747626,-0.044927844,-0.056582802,-0.067325656,0.022015197,0.026186844,0.039562468,0.043326319,0.038411225,0.052054059,0.085272102,0.129186378,0,0.9999998
Freeport-McMoRanInc_FCX,FCX,Stock,0.001267348,0.785537153,15.01426505,1.557707843,0.016780759,-0.05426596,-0.078986462,-0.099253704,-0.117227886,-0.083645823,-0.103654904,-0.126740124,-0.146484016,0.048720541,0.068621256,0.101247026,0.136696339,0.084080107,0.109354941,0.153802636,0.192655423,0.922619585,0.0699322
GapInc_GPS,GPS,Stock,0.001947987,24.12114412,791.9958552,1.62598628,0.010937732,-0.032092314,-0.044152598,-0.064985131,-0.092855875,-0.056523474,-0.074048841,-0.108942632,-0.14228434,0.032093522,0.040537105,0.054860804,0.066537321,0.065936464,0.095914713,0.173929559,0.288190914,0,0.9999998
GarminLtd_GRMN,GRMN,Stock,0.001023803,24.53140444,800.4779093,1.672724823,0.007867115,-0.021668463,-0.029074852,-0.04039073,-0.057250268,-0.035442011,-0.045494828,-0.064599925,-0.081207505,0.021636392,0.027536926,0.043737267,0.054653855,0.050584803,0.076265448,0.144193338,0.240519655,0,0
GartnerIn_IT,IT,Stock,0.000227507,-3.035637998,42.34491673,1.729292863,0.007431347,-0.019866526,-0.027409405,-0.039557366,-0.05314484,-0.036191803,-0.049281747,-0.075280975,-0.106430632,0.019674522,0.023979582,0.030142788,0.043087541,0.028469007,0.03532477,0.049506195,0.062479085,0.452402184,0.208058364
GeneralDynamic_GD,GD,Stock,0.000226295,-8.516981712,195.256711,1.735660081,0.007141838,-0.019630783,-0.025036848,-0.032614828,-0.039109893,-0.03209952,-0.041777682,-0.063656646,-0.092453718,0.018897577,0.024660189,0.03229752,0.036948194,0.026936347,0.032288958,0.039214548,0.044358025,0.85020143,0.072352903
GeneralElectri_GE,GE,Stock,0.003041584,-32.30628354,1158.586181,1.478154969,0.007713817,-0.028687924,-0.038743596,-0.052975,-0.070632643,-0.070578363,-0.107721843,-0.208086346,-0.356242902,0.024124244,0.033345209,0.048716851,0.066729199,0.040292804,0.052202799,0.071173463,0.08488031,0,0.9999998
GeneralMill_GIS,GIS,Stock,0.002390508,34.33826151,1257.190847,1.643149978,0.006595809,-0.0196603,-0.026970216,-0.036510285,-0.044424168,-0.031162722,-0.0385204,-0.049896337,-0.061328835,0.017762807,0.02266243,0.029816552,0.032254178,0.049317895,0.077780058,0.160623521,0.289975042,0,0.9999998
GeneralMotor_GM,GM,Stock,0.000309041,-2.402666799,45.55839408,1.650007707,0.009034713,-0.028448517,-0.035130328,-0.043790341,-0.050070087,-0.041018107,-0.050040896,-0.066757207,-0.086171013,0.023974823,0.0318068,0.043654611,0.054415863,0.036496804,0.045398734,0.060813772,0.071962126,0.141503062,0.282436823
GenuinePart_GPC,GPC,Stock,0.000581355,24.76103495,817.0504763,1.752740043,0.007019584,-0.020411228,-0.026297333,-0.030391348,-0.042989154,-0.029235424,-0.03553195,-0.047260666,-0.057691198,0.017003041,0.020988987,0.02817466,0.033575845,0.034476058,0.049882654,0.09157283,0.151618233,0,0.9999998
GileadScience_GILD,GILD,Stock,0.000317451,-1.631999774,16.65883878,1.717256071,0.00976222,-0.025867515,-0.035293471,-0.049313268,-0.078035919,-0.044193827,-0.058046959,-0.085034441,-0.111109179,0.027058558,0.032725332,0.043032418,0.047319771,0.035723345,0.041567811,0.04943805,0.054560636,0.356864122,0.288234344
GlobalPaymentsInc_GPN,GPN,Stock,0.000551361,-15.8077878,451.133096,1.607771908,0.008186427,-0.024161391,-0.031682832,-0.044408053,-0.052937066,-0.044378934,-0.06101156,-0.099167864,-0.149631538,0.023173646,0.032657119,0.047012962,0.062194008,0.037605089,0.048352732,0.064938826,0.07551705,0.05490978,0.94509002
GlobeLifeInc_GL,GL,Stock,0.001071337,-31.87067759,1136.906085,1.658534366,0.005980725,-0.017697133,-0.023516597,-0.033802482,-0.044694836,-0.042960375,-0.06504299,-0.123348275,-0.208538404,0.016205806,0.020815052,0.027140357,0.033785266,0.023198812,0.02789524,0.033361104,0.035892201,0,0.9999998
GoldmanSachsGrou_GS,GS,Stock,0.00053895,17.81367242,528.2208285,1.730964961,0.008707054,-0.0240446,-0.033327349,-0.042731028,-0.047011149,-0.03532036,-0.042707602,-0.051094448,-0.057499089,0.023105287,0.028895301,0.034293864,0.038136178,0.039976091,0.053742808,0.089427868,0.142663581,0,0.9999998
Grainger(W.W.)Inc_GWW,GWW,Stock,0.000300703,1.701707193,32.36898477,1.681711381,0.008483426,-0.024006167,-0.030807964,-0.045312375,-0.055760165,-0.037243963,-0.047817278,-0.065552282,-0.08015391,0.022189585,0.028915311,0.040393843,0.051890684,0.038249971,0.051265821,0.079081829,0.11471147,0.9,0.05
HalliburtonCo_HAL,HAL,Stock,0.001108046,19.2990028,586.2343426,1.782194661,0.012267786,-0.033887095,-0.043426718,-0.052459039,-0.061041502,-0.04722337,-0.056284798,-0.069121412,-0.082056263,0.03006136,0.038225717,0.04703165,0.053366237,0.055505371,0.077046613,0.129685578,0.210336596,0,0.9999998
HanesbrandsIn_HBI,HBI,Stock,0.000448615,-1.061294863,22.74655382,1.654518522,0.010229877,-0.03054437,-0.042853494,-0.054276345,-0.074218864,-0.051775936,-0.067622319,-0.099397543,-0.134312449,0.02752779,0.032910293,0.05140622,0.061825745,0.042362077,0.054180806,0.07963963,0.103480491,0.144283629,0.115171402
Harley-Davidso_HOG,HOG,Stock,0.002154668,29.41981061,1023.385105,1.687292249,0.009742895,-0.028345877,-0.036869047,-0.050503004,-0.06086166,-0.043403509,-0.054425692,-0.075454013,-0.094171167,0.025362018,0.03333367,0.04254846,0.059428858,0.06069904,0.091513776,0.177678308,0.306982079,0,0.9999998
HartfordFinancialSvc.Gp_HIG,HIG,Stock,0.00015713,-0.232432082,11.00796076,1.738807955,0.006943741,-0.018495018,-0.027135777,-0.033615994,-0.042635106,-0.029673251,-0.037083445,-0.048261627,-0.058904181,0.017906493,0.024136175,0.029852312,0.034663517,0.027336218,0.033510291,0.043939461,0.055794014,0.622077122,0.202318767
HasbroInc_HAS,HAS,Stock,0.00026965,0.955544508,17.40557751,1.594128298,0.007449666,-0.021435563,-0.029373625,-0.045966864,-0.063593405,-0.036525008,-0.047972349,-0.067447689,-0.079685916,0.020921044,0.030687814,0.050147907,0.069340696,0.040132808,0.054618829,0.0840605,0.107989713,0.021765178,0.075523845
HCAHealthcar_HCA,HCA,Stock,0.002413756,-31.45042041,1117.396749,1.696712559,0.009184509,-0.025514558,-0.031257673,-0.040377165,-0.070829117,-0.061926456,-0.094711424,-0.188190519,-0.325636268,0.02350833,0.031532965,0.04678872,0.05561088,0.038081321,0.048561238,0.061549327,0.072216892,0,0.9999998
HCPInc_HCP,HCP,Stock,0.001373779,-29.85851185,1038.718099,1.668800479,0.007841622,-0.024123119,-0.031454761,-0.041189482,-0.046246751,-0.053404069,-0.07834229,-0.145285969,-0.246630903,0.020178895,0.024822056,0.030937257,0.038685424,0.026921783,0.03157531,0.038727755,0.041227919,9.05E-05,0.999909349
Helmerich&Payn_HP,HP,Stock,0.000602793,-1.169491367,18.19020067,1.784371066,0.014599444,-0.038952209,-0.050151209,-0.063765824,-0.06987796,-0.056365206,-0.068931623,-0.089259622,-0.111257692,0.036242509,0.050031334,0.058181791,0.071706343,0.052171725,0.062237098,0.075989133,0.085670455,0.887408927,0.058088858
HenrySchei_HSIC,HSIC,Stock,0.000201436,0.397722349,22.30224298,1.714968924,0.007325756,-0.020133847,-0.02820357,-0.04179085,-0.054788542,-0.033841805,-0.044262438,-0.060508388,-0.072688401,0.018504754,0.023615706,0.032833255,0.042117975,0.029730017,0.038217333,0.055297368,0.073773335,0.937290953,0.035748589
HessCorporatio_HES,HES,Stock,0.000589799,0.854385045,16.87338333,1.741116865,0.01377155,-0.036300643,-0.046625002,-0.059544422,-0.076202378,-0.053368674,-0.065145884,-0.084932826,-0.102358601,0.036997628,0.046728736,0.057908174,0.071779812,0.054874907,0.067485246,0.092058481,0.121430447,0.831353608,0.152032926
HewlettPackardEnterpris_HPE,HPE,Stock,0.004015255,-26.72410622,792.225588,1.639224887,0.010628913,-0.030803285,-0.043072607,-0.062973493,-0.077984928,-0.086161186,-0.137618779,-0.25915357,-0.446815537,0.03000111,0.035416546,0.04913762,0.06437495,0.043418647,0.054389643,0.072404215,0.089320545,0,0.9999998
HiltonWorldwideHoldingsIn_HLT,HLT,Stock,0.001183959,28.00872318,958.4333312,1.736728349,0.00874119,-0.023304109,-0.029740269,-0.036861983,-0.046947913,-0.033177307,-0.039467547,-0.049997889,-0.058933342,0.023281276,0.032229748,0.038353711,0.047990872,0.049937699,0.072305155,0.130832693,0.218890177,0,0.9999998
HollyFrontierCor_HFC,HFC,Stock,0.00078951,-7.465747395,166.9554194,1.800854342,0.014279145,-0.039251363,-0.048645055,-0.063501985,-0.070665702,-0.0605034,-0.077747988,-0.11365392,-0.160139937,0.034083767,0.042960771,0.056848152,0.064871898,0.048610854,0.058921965,0.075837216,0.090155658,0.867919184,0.066742604
Hologi_HOLX,HOLX,Stock,0.000566913,-18.2881506,538.3312357,1.677451695,0.008170805,-0.022701937,-0.030511755,-0.042590805,-0.05702741,-0.045748842,-0.064654453,-0.108205761,-0.168293886,0.022373534,0.028314914,0.037125803,0.043573536,0.031650812,0.038036165,0.049609708,0.059639089,0.000555901,0.999443899
HomeDepo_HD,HD,Stock,0.000317416,16.06692197,459.9721929,1.680917089,0.006750626,-0.018661005,-0.024601688,-0.031954484,-0.039117347,-0.02737066,-0.032895026,-0.041223846,-0.046622793,0.01896096,0.024611506,0.02956803,0.042624616,0.033833548,0.045562119,0.074698119,0.11423779,0.087867294,0.912132506
HoneywellInt'lInc_HON,HON,Stock,0.000781315,-29.62423059,1031.724691,1.6658506,0.006057121,-0.016968393,-0.02158977,-0.034123587,-0.037173518,-0.038415286,-0.057430176,-0.107368618,-0.178844641,0.017162319,0.021132569,0.030149481,0.037217776,0.024418269,0.029677045,0.038817994,0.044064389,0,0.9999998
HormelFoodsCorp_HRL,HRL,Stock,0.002963006,-34.68848836,1273.27047,1.763013352,0.007393666,-0.019391363,-0.026770421,-0.035769684,-0.047791605,-0.058235059,-0.092872084,-0.189287598,-0.339556182,0.01946028,0.02443201,0.031686189,0.038609153,0.027251024,0.032700466,0.040737968,0.046945486,0,0.9999998
HostHotels&Resort_HST,HST,Stock,0.000658261,-20.80327781,642.6799066,1.774607048,0.008991193,-0.024468921,-0.032225716,-0.040504957,-0.055130961,-0.046019727,-0.064034962,-0.107688151,-0.170915109,0.022475636,0.027342681,0.035717266,0.040493827,0.030707678,0.036562303,0.045728784,0.052457684,0,0.9999998
HPInc_HPQ,HPQ,Stock,0.001055352,-21.6605933,673.394254,1.516148586,0.008792977,-0.029861552,-0.038733768,-0.051572018,-0.061639319,-0.059094164,-0.083849251,-0.146327655,-0.2363346,0.027700513,0.034260452,0.042973575,0.052622496,0.038783405,0.04713039,0.060231475,0.072087398,0,0.9999998
HumanaInc_HUM,HUM,Stock,0.002696094,32.08212601,1146.755743,1.554921926,0.008163883,-0.02577046,-0.033218809,-0.04474799,-0.058590413,-0.038278122,-0.047550601,-0.062090634,-0.073534346,0.024264586,0.032884607,0.043337294,0.061967517,0.065098966,0.100586068,0.19880049,0.348232503,0,0.9999998
HuntingtonBancshare_HBAN,HBAN,Stock,0.008296937,-36.14091828,1344.962405,1.760574059,0.008942905,-0.024684102,-0.032960066,-0.044535063,-0.053946326,-0.084177975,-0.138691129,-0.296106377,-0.544525621,0.022538322,0.02860558,0.040640348,0.048292989,0.03297255,0.040159547,0.049381252,0.054641826,0.414378463,0.585621337
HuntingtonIngallsIndustrie_HII,HII,Stock,0.002758097,32.72175227,1178.952819,1.695401347,0.008519344,-0.022831764,-0.033134954,-0.048806017,-0.061713152,-0.038696626,-0.049875257,-0.065100928,-0.075360454,0.02302668,0.030877394,0.040208958,0.049581036,0.060714096,0.094177059,0.187842503,0.332047181,3.50E-05,0.999964827
IDEXCorporatio_IEX,IEX,Stock,0.000923683,-29.49604449,1026.732463,1.772292844,0.007097678,-0.018476323,-0.024182627,-0.03097576,-0.040442604,-0.040830373,-0.060301305,-0.11298617,-0.191274402,0.018747996,0.022847364,0.031471027,0.040393506,0.026952722,0.033182001,0.044226496,0.052377939,0,0.9999998
IDEXXLaboratorie_IDXX,IDXX,Stock,0.00120484,-25.1479077,828.2230475,1.65329386,0.008488009,-0.025312786,-0.034872752,-0.045353299,-0.048956057,-0.054731403,-0.079193326,-0.142437126,-0.2376319,0.02327857,0.030058917,0.039187478,0.061937284,0.037339665,0.047682279,0.070235191,0.091978018,0,0.9999998
IHSMarkitLtd_INFO,INFO,Stock,0.00450597,-34.18996257,1214.662194,1.655101059,0.006691704,-0.017756148,-0.023210002,-0.032146407,-0.037941851,-0.063089037,-0.104681812,-0.224424122,-0.386906501,0.019499206,0.025279561,0.036205707,0.046379897,0.03140833,0.04083447,0.057020514,0.069850364,0,0.9999998
IllinoisToolWork_ITW,ITW,Stock,0.00041625,-20.12930112,612.2916208,1.643783681,0.006664871,-0.019698605,-0.027352031,-0.036407857,-0.046910065,-0.038571247,-0.053853417,-0.089910036,-0.139524729,0.018534407,0.023622169,0.029719491,0.034854486,0.025419442,0.029987338,0.035603177,0.039104902,0.047870248,0.952129552
IlluminaIn_ILMN,ILMN,Stock,0.000676799,-2.825155611,36.68260524,1.647234102,0.012288568,-0.033848872,-0.046626138,-0.060922892,-0.08441633,-0.061737062,-0.083737612,-0.132192838,-0.191854287,0.034763401,0.043761695,0.062642715,0.070094974,0.051415561,0.063819464,0.084716677,0.104381671,0.995193444,0.00033566
Incyt_INCY,INCY,Stock,0.002801363,-23.43271385,752.3393256,1.756290559,0.016259707,-0.040704328,-0.051406435,-0.071409755,-0.099457212,-0.086166848,-0.125096962,-0.226195396,-0.365429001,0.043943193,0.056137413,0.070116775,0.078800986,0.061577748,0.073005926,0.087670009,0.101301602,0,0.9999998
Ingersoll-RandPL_IR,IR,Stock,0.00024013,-4.726312539,89.1856064,1.743582977,0.00811362,-0.021284288,-0.030240172,-0.037502268,-0.045584151,-0.035156174,-0.045684201,-0.06588724,-0.090617014,0.021815041,0.027252123,0.034478139,0.038538198,0.029828761,0.034920393,0.042743583,0.049127327,0.383399113,0.489338768
IntelCorp_INTC,INTC,Stock,0.001930609,-30.57012281,1076.151814,1.682877132,0.0087653,-0.024103122,-0.031669113,-0.046843872,-0.056350268,-0.058488309,-0.088811718,-0.169297194,-0.286621496,0.02380253,0.030601348,0.04198071,0.058534018,0.035931748,0.044559546,0.060873272,0.072706797,0,0.9999998
