asset_unique,symb_assets,type_assets,Variance,Skewness,Kurtosis,Stable_alpha,Stable_gamma,Q_5,Q_2_5,Q_1,Q_0_5,CTE_5,CTE_2_5,CTE_1,CTE_0_5,Q_95,Q_97_5,Q_99,Q_99_5,CTE_95,CTE_97_5,CTE_99,CTE_99_5,GARCH_parameter,ARCH_parameter
NvidiaCorporatio_NVDA,NVDA,Stock,0.000648522,0.365407055,17.69548132,1.568474569,0.011889658,-0.036790205,-0.050130808,-0.069948215,-0.081080221,-0.058771794,-0.074515959,-0.098817566,-0.12215211,0.038198011,0.050033938,0.067524541,0.083286516,0.059876724,0.076539897,0.106867276,0.140992628,0.622468575,0.172313433
O'ReillyAutomotiv_ORLY,ORLY,Stock,0.000245699,-1.234889494,30.5087433,1.693096816,0.007952742,-0.021917047,-0.028028277,-0.035981811,-0.048967484,-0.034003972,-0.042920231,-0.061298184,-0.082758617,0.022985303,0.028430534,0.041960807,0.054301567,0.035585791,0.045435174,0.063311932,0.077261222,0.964140618,0.008137367
ONEO_OKE,OKE,Stock,0.000445803,-0.222008522,9.059024964,1.493191898,0.009759216,-0.033956713,-0.047951753,-0.062267708,-0.077882434,-0.053177692,-0.066163529,-0.082721321,-0.098122099,0.032041349,0.041106323,0.05590942,0.067976931,0.047796721,0.059015259,0.078965169,0.095515336,0.923305707,0.066264331
OccidentalPetroleu_OXY,OXY,Stock,0.000240244,-0.283613478,5.072208419,1.723720254,0.008870888,-0.025621027,-0.034978427,-0.043711212,-0.053647213,-0.03813141,-0.045398898,-0.055910979,-0.063076271,0.023945229,0.02956345,0.040149649,0.04733142,0.033165122,0.039680487,0.048270906,0.053017242,0.931466732,0.049738077
OmnicomGrou_OMC,OMC,Stock,0.000148388,-0.68782039,8.834961757,1.787891775,0.007131498,-0.02021059,-0.025584024,-0.031571736,-0.038324824,-0.029067982,-0.035678516,-0.047398038,-0.060555429,0.018184804,0.022111035,0.029748461,0.032196479,0.025078019,0.029962927,0.036772308,0.042711038,0.614477864,0.180659369
OracleCorp_ORCL,ORCL,Stock,0.00017418,-0.31586143,11.77458207,1.631706163,0.006628935,-0.020178685,-0.027593834,-0.040625411,-0.048974069,-0.032695759,-0.041661804,-0.054428457,-0.06544773,0.018776596,0.022931796,0.033681639,0.038971272,0.028212944,0.035730776,0.049892779,0.063470242,0.711770313,0.07800979
PACCARInc_PCAR,PCAR,Stock,0.000217031,-0.32626153,5.503353761,1.74334121,0.008509334,-0.025129484,-0.030210544,-0.04047395,-0.050468529,-0.035003644,-0.042561503,-0.054957011,-0.064809875,0.022418107,0.029284387,0.040350897,0.044138988,0.032185472,0.038992589,0.046312228,0.050309939,0.9,0.05
PNCFinancialService_PNC,PNC,Stock,0.000165774,-0.497064129,5.157488713,1.723003562,0.007345469,-0.021553611,-0.029425024,-0.040218571,-0.0460077,-0.031996923,-0.038929013,-0.047506744,-0.052121138,0.019625472,0.024656187,0.03253753,0.036322019,0.026728688,0.031971162,0.038063333,0.041169714,0.686560794,0.153536602
PPGIndustrie_PPG,PPG,Stock,0.000173021,-0.898111761,9.843756109,1.706898304,0.007145284,-0.020684411,-0.028333766,-0.037614876,-0.051693718,-0.032730499,-0.041662534,-0.057193217,-0.070833353,0.019741778,0.025087505,0.031213181,0.036510289,0.027251749,0.032996341,0.040985906,0.048772052,0.410746126,0.17570993
PPLCorp_PPL,PPL,Stock,0.000127417,-0.740970892,6.203420337,1.848318629,0.006955102,-0.018660094,-0.023753763,-0.033442384,-0.046300563,-0.027858309,-0.034762759,-0.046595633,-0.054043697,0.016159348,0.019349891,0.02481612,0.028542324,0.021447183,0.025108023,0.030937146,0.035333958,0.9,0.05
PVHCorp_PVH,PVH,Stock,0.000383156,-0.638999451,11.52760096,1.62315866,0.009724646,-0.030200213,-0.041409562,-0.061773606,-0.080831313,-0.050080866,-0.064201042,-0.087791305,-0.105531057,0.026290576,0.03534709,0.05242491,0.060004256,0.04203003,0.053548856,0.06979463,0.082744925,0.390895542,0.154961029
PackagingCorporationofAmeric_PKG,PKG,Stock,0.000264571,-0.637102473,11.3507987,1.721204059,0.008793205,-0.02394585,-0.034424153,-0.046223656,-0.05482387,-0.03951774,-0.050365361,-0.066907977,-0.084431755,0.022714094,0.029171295,0.040259125,0.050656972,0.03462694,0.043612725,0.058378559,0.073389715,0,0.218827106
Parker-Hannifi_PH,PH,Stock,0.000213964,-0.219113266,4.681955901,1.726197631,0.008452497,-0.023310527,-0.033391744,-0.039933706,-0.047259428,-0.034726794,-0.041285377,-0.049000974,-0.054525607,0.024083947,0.030438677,0.037484646,0.042010382,0.032207706,0.037257199,0.044217943,0.048810298,0.72910391,0.137111193
PaychexInc_PAYX,PAYX,Stock,0.000117265,-0.35573389,5.555979721,1.719813286,0.006117849,-0.017134956,-0.024544058,-0.032050059,-0.037354258,-0.026763146,-0.032678126,-0.039195146,-0.04316383,0.016958288,0.021381537,0.026043929,0.03429288,0.023380459,0.027904643,0.034882613,0.040111375,0.74442629,0.110943831
Pentairpl_PNR,PNR,Stock,0.00024159,-0.889014288,9.757680142,1.740382901,0.00886195,-0.026277225,-0.033396092,-0.042825289,-0.052633052,-0.038293661,-0.046438886,-0.06058265,-0.074329173,0.023261294,0.029017846,0.036710311,0.039634105,0.03118798,0.036397054,0.043827545,0.049345084,0.881541877,0.033361538
People'sUnitedFinancia_PBCT,PBCT,Stock,0.000147708,-0.593265513,6.052002976,1.810863532,0.007348202,-0.020978325,-0.02596321,-0.035955944,-0.039770936,-0.029604305,-0.035922952,-0.045620321,-0.053542499,0.017829531,0.022795522,0.029536296,0.032468261,0.024779883,0.029136558,0.034610197,0.038254637,0.723005531,0.155902896
PepsiCoInc_PEP,PEP,Stock,8.22E-05,-0.205031999,5.185018411,1.803253997,0.005466337,-0.014337659,-0.019421995,-0.024834613,-0.028853365,-0.021170345,-0.025629016,-0.031384604,-0.035737835,0.014925143,0.017809824,0.021990922,0.028106378,0.019930493,0.023406463,0.02913072,0.033098706,0.689446684,0.153541859
PerkinElme_PKI,PKI,Stock,0.00019535,-0.413664167,6.776584687,1.695480528,0.007691036,-0.022551304,-0.031988566,-0.042197133,-0.047579645,-0.034872361,-0.042082478,-0.052292461,-0.060015,0.021908235,0.026372995,0.033890008,0.0405503,0.029864898,0.035684276,0.046096297,0.055447901,0.802208401,0.086808597
Perrig_PRGO,PRGO,Stock,0.000546772,-2.829980939,46.59912163,1.638590919,0.010467362,-0.032113851,-0.043026919,-0.059940191,-0.097947291,-0.057403364,-0.077063212,-0.12179812,-0.166846897,0.026638863,0.035432919,0.04793468,0.072085409,0.04445338,0.057986743,0.085790131,0.107068025,0.098268955,0.402398085
PfizerInc_PFE,PFE,Stock,0.000128582,-0.062589804,6.29350849,1.673610511,0.006217475,-0.018793809,-0.024816176,-0.030402573,-0.035365295,-0.026462931,-0.031759336,-0.038906426,-0.045464305,0.017051031,0.022556894,0.031149022,0.037021244,0.025792149,0.031602955,0.040054153,0.046364529,0.74138747,0.175142036
PhilipMorrisInternationa_PM,PM,Stock,0.000167683,-1.768531517,27.65163481,1.705314362,0.006671417,-0.018989622,-0.027037565,-0.036692626,-0.042470112,-0.031878502,-0.040984273,-0.056677802,-0.072959273,0.017651842,0.021999503,0.030266843,0.034962262,0.025792252,0.032031445,0.041902416,0.051881347,0.022019745,0.413042852
Phillips6_PSX,PSX,Stock,0.000231745,-0.421651927,5.339440156,1.705424046,0.008584546,-0.0261126,-0.033700731,-0.046723043,-0.050591058,-0.037466909,-0.045463099,-0.055234891,-0.062199135,0.023883541,0.029511986,0.036291381,0.041945357,0.032180141,0.037767707,0.045839144,0.053115692,0.933916216,0.049644488
PinnacleWestCapita_PNW,PNW,Stock,0.000109655,-0.519008381,4.702842786,1.887329656,0.006731141,-0.017255193,-0.022904946,-0.028435929,-0.035635889,-0.024838566,-0.030104908,-0.037477303,-0.043311068,0.015893645,0.01979629,0.023984905,0.025853166,0.020877523,0.02398365,0.027949592,0.030943672,0.9,0.05
PioneerNaturalResource_PXD,PXD,Stock,0.000482392,-0.145951366,5.436768068,1.809081016,0.01326448,-0.037100336,-0.045086709,-0.058856033,-0.071488162,-0.05100784,-0.060800197,-0.076571083,-0.086445908,0.031833135,0.041932925,0.058496071,0.073794063,0.047635512,0.058421336,0.074655336,0.084649331,0.9,0.05
PrincipalFinancialGrou_PFG,PFG,Stock,0.000237883,-0.904973541,6.886593922,1.720661686,0.008657907,-0.02622479,-0.036028544,-0.0476867,-0.054624894,-0.040216678,-0.049200729,-0.06289443,-0.074660057,0.022939314,0.028760722,0.034456012,0.040033286,0.030149021,0.034938644,0.041069775,0.044664187,0.92858515,0.040429787
Procter&Gambl_PG,PG,Stock,9.11E-05,0.253061857,9.549017149,1.721617363,0.005278246,-0.01376651,-0.01882929,-0.027256929,-0.035914674,-0.022052295,-0.027581157,-0.03553219,-0.039822095,0.015149256,0.018183056,0.024942412,0.031214107,0.021806257,0.026759387,0.035724146,0.043813094,0.626077888,0.209369706
ProgressiveCorp_PGR,PGR,Stock,0.000134937,-0.460468577,10.18711629,1.772011967,0.00660683,-0.017220049,-0.022373415,-0.030662308,-0.040810133,-0.026333417,-0.033224558,-0.045903115,-0.056907115,0.018048071,0.022342949,0.028620758,0.037526194,0.025954753,0.03170595,0.042201542,0.050943565,0.878929235,0.076765074
Prologi_PLD,PLD,Stock,0.000149891,-0.482948086,5.070615375,1.816435125,0.00746169,-0.021261492,-0.025657568,-0.033862911,-0.04306088,-0.0293707,-0.035164361,-0.045607028,-0.051124856,0.019089593,0.022332896,0.029457915,0.033916455,0.025252867,0.0297038,0.035924513,0.040451789,0.803271811,0.098040342
PrudentialFinancia_PRU,PRU,Stock,0.00024915,-0.751960502,7.305638798,1.693610584,0.008649168,-0.025844432,-0.035682278,-0.047264098,-0.057507811,-0.040225603,-0.049764116,-0.064552293,-0.076976264,0.023697894,0.029087088,0.040154196,0.044655856,0.032487704,0.038676563,0.04704479,0.051809069,0.668961391,0.144937767
PublicServ.EnterpriseInc_PEG,PEG,Stock,0.000131355,-0.480209425,4.554578151,1.827900237,0.007101261,-0.019712944,-0.025010438,-0.030483992,-0.037571013,-0.027410427,-0.032354482,-0.040369988,-0.046996144,0.017524158,0.022235468,0.027187292,0.031380172,0.023464312,0.027040488,0.031596538,0.033867411,0.961484295,0.028433589
PublicStorag_PSA,PSA,Stock,0.000125791,-0.519814409,5.144823474,1.810521741,0.006796476,-0.017704837,-0.025263004,-0.034006867,-0.039000922,-0.02704032,-0.033833814,-0.042237529,-0.048096292,0.018411686,0.022206326,0.027431335,0.030567085,0.023604522,0.026846162,0.031179838,0.033169942,0.653535653,0.084420577
PulteHomesInc_PHM,PHM,Stock,0.000286073,-0.296003999,5.190065614,1.820228841,0.010309879,-0.026982307,-0.035708917,-0.04507368,-0.059686354,-0.039494825,-0.048229605,-0.061445801,-0.071762175,0.026798008,0.033706818,0.045359911,0.050668636,0.036592353,0.04376435,0.053552633,0.059148856,0.9,0.05
QUALCOMMInc_QCOM,QCOM,Stock,0.000356409,-0.162313719,24.54525432,1.552108947,0.008147552,-0.02439412,-0.037751282,-0.060464399,-0.085673615,-0.046975986,-0.063969768,-0.091626592,-0.114267229,0.025095351,0.032780675,0.045219356,0.056244758,0.039888167,0.052119126,0.074666125,0.100011406,0.671038135,0.126724915
QuantaServicesInc_PWR,PWR,Stock,0.000363348,-4.449122103,75.08485993,1.72833531,0.009303797,-0.025705491,-0.033248656,-0.050586129,-0.063425646,-0.044998951,-0.0603793,-0.09114556,-0.12527598,0.02429454,0.030154531,0.039217394,0.057145875,0.035324694,0.043150694,0.057779256,0.067376332,0,0.474354842
QuestDiagnostic_DGX,DGX,Stock,0.000167011,-0.422844516,11.28661617,1.647828123,0.006612687,-0.018462486,-0.02511389,-0.036825823,-0.042600474,-0.030749729,-0.039063201,-0.054052884,-0.068564456,0.019606498,0.02433057,0.034967242,0.042487743,0.02886898,0.035932902,0.048900506,0.059977248,0.627854111,0.163788307
RalphLaurenCorporatio_RL,RL,Stock,0.000399983,-1.678348587,33.46044016,1.696897675,0.009679977,-0.028366068,-0.037495663,-0.049440803,-0.064164307,-0.047701829,-0.061904818,-0.091685244,-0.126565916,0.024688697,0.030333166,0.041099127,0.054511669,0.039116056,0.050974602,0.075988407,0.106388001,0.185533478,0.451331476
RaymondJamesFinancialInc_RJF,RJF,Stock,0.000242515,-0.492624147,6.177235899,1.736481367,0.008882801,-0.025838708,-0.035006185,-0.049335099,-0.05587987,-0.038716316,-0.047584167,-0.059111045,-0.065660879,0.024549778,0.030047783,0.036977315,0.043410301,0.032630479,0.038553635,0.047180861,0.054682418,0.85125012,0.085303713
RaytheonCo_RTN,RTN,Stock,0.000149779,-0.115217951,6.082052792,1.692529225,0.006743679,-0.020231694,-0.026993688,-0.035153541,-0.042029112,-0.029233523,-0.035357679,-0.043198124,-0.047011367,0.018391331,0.025078991,0.033136348,0.040219423,0.02773886,0.034297523,0.043537003,0.051335627,0.8054271,0.107921975
RealtyIncomeCorporatio_O,O,Stock,0.000141276,-0.589585171,5.090172517,1.808206625,0.007203053,-0.021268981,-0.027337235,-0.032897986,-0.041738394,-0.029462988,-0.034835037,-0.04376996,-0.050513466,0.01811589,0.022357834,0.026571477,0.028237582,0.023660431,0.027235533,0.03171115,0.036036783,0.884721589,0.056946158
RegencyCentersCorporatio_REG,REG,Stock,0.000134966,-0.385259458,4.504722496,1.833416237,0.007231528,-0.019768644,-0.025683351,-0.03159256,-0.034449473,-0.027525296,-0.032438391,-0.038887014,-0.044340184,0.018151407,0.021429896,0.026897978,0.030333191,0.0235962,0.027459342,0.033294291,0.037818308,0.9,0.05
RegeneronPharmaceutical_REGN,REGN,Stock,0.000456352,0.49321253,5.784126418,1.83080914,0.013079688,-0.033636962,-0.039861858,-0.052675788,-0.060810164,-0.044017259,-0.051849156,-0.063550685,-0.069327637,0.032903217,0.04398733,0.064499312,0.070854211,0.051053216,0.063561499,0.081005488,0.09486023,0.804640908,0.06880944
RegionsFinancialCorp_RF,RF,Stock,0.000288133,-0.395216353,5.544769609,1.803142464,0.010189293,-0.027404012,-0.037697861,-0.048116327,-0.058067323,-0.040952717,-0.049815334,-0.061642565,-0.071874766,0.025587493,0.032707117,0.040994947,0.053420719,0.035971882,0.043221554,0.053567829,0.06040307,0.689163981,0.16044302
RepublicServicesIn_RSG,RSG,Stock,7.80E-05,-0.41666139,7.305891274,1.756688675,0.005020026,-0.012500969,-0.0175891,-0.024713239,-0.031672224,-0.020654239,-0.026296613,-0.035195812,-0.042602073,0.013481785,0.017855075,0.022781346,0.029473024,0.019785074,0.024174192,0.030878309,0.036010443,0.329146393,0.19612169
ResMe_RMD,RMD,Stock,0.000261816,-2.220512941,39.70021123,1.680524646,0.007539453,-0.021052944,-0.028701607,-0.039018498,-0.061070145,-0.037786874,-0.050967629,-0.079746989,-0.10924647,0.02008204,0.025204698,0.035212164,0.053985135,0.032194293,0.042052586,0.06331193,0.081275456,0,0.004783931
RobertHalfInternationa_RHI,RHI,Stock,0.000280743,-1.303515963,11.62235723,1.684896209,0.008642203,-0.024969725,-0.035712377,-0.062261802,-0.07260668,-0.044747887,-0.059346356,-0.081805025,-0.095890556,0.02196641,0.026614527,0.039261898,0.05177055,0.032190443,0.040063197,0.053944277,0.06443803,0.101404163,0.142859443
RockwellAutomationInc_ROK,ROK,Stock,0.000222252,-0.037774343,5.95691136,1.707639429,0.008370817,-0.023223278,-0.032428216,-0.039470763,-0.047502641,-0.034767834,-0.041986293,-0.051513704,-0.060532588,0.023874567,0.029564159,0.038307206,0.048471912,0.033764891,0.040505142,0.053139895,0.063070146,0.51897198,0.164741442
RollinsInc_ROL,ROL,Stock,0.000159725,-1.011285034,13.40545268,1.735766525,0.00687358,-0.018044448,-0.02525588,-0.031814677,-0.044353213,-0.030137769,-0.038656094,-0.055264861,-0.072309832,0.018609535,0.023308629,0.031421317,0.038085364,0.027012087,0.033162946,0.042567846,0.051464439,0,0.142502724
RoperTechnologie_ROP,ROP,Stock,0.000144874,-0.235427758,7.635184744,1.704257927,0.00660311,-0.018077895,-0.02473544,-0.031027577,-0.042962769,-0.028197324,-0.035205274,-0.046895675,-0.05636564,0.018901954,0.023071546,0.032494627,0.036954223,0.027186255,0.033410377,0.0430771,0.05130455,0.515188272,0.255910057
RossStore_ROST,ROST,Stock,0.000222171,0.030264288,11.39155329,1.664087663,0.007679922,-0.021856525,-0.029580419,-0.041286744,-0.051845724,-0.034172372,-0.043522816,-0.05941869,-0.073846616,0.021902856,0.029629162,0.036677978,0.052601384,0.034294713,0.043459545,0.061426653,0.081390327,0.659853672,0.175521923
RoyalCaribbeanCruisesLt_RCL,RCL,Stock,0.000374169,-0.439167448,8.949004414,1.684840583,0.010465922,-0.030776279,-0.03982839,-0.054584645,-0.062052036,-0.045580607,-0.05675377,-0.072720457,-0.087724491,0.029863653,0.038743773,0.054450626,0.064332868,0.043788189,0.053972398,0.068835718,0.077165955,0.9,0.05
"S&PGlobal,Inc_SPGI",SPGI,Stock,0.000173738,-0.008309288,6.747159463,1.725912224,0.00738118,-0.019486515,-0.025690951,-0.039124216,-0.043725142,-0.030120363,-0.037584857,-0.047513573,-0.053840356,0.020885432,0.026853345,0.035345059,0.043286012,0.030827862,0.037831979,0.048787618,0.058407224,0.730334692,0.171282898
SBACommunication_SBAC,SBAC,Stock,0.000184571,-0.330789837,7.164055057,1.658081715,0.007229269,-0.020309576,-0.027613818,-0.03781331,-0.050795989,-0.032162422,-0.040586049,-0.054466389,-0.064330005,0.021446606,0.027809489,0.038415288,0.044282005,0.031418913,0.038391412,0.046843581,0.052172534,0.938092613,0.037146164
SLGreenRealt_SLG,SLG,Stock,0.000155769,-0.403455976,5.77610499,1.819162154,0.007607809,-0.020364217,-0.026861109,-0.035053422,-0.039095153,-0.029756256,-0.035912532,-0.044547294,-0.052318329,0.019132753,0.024919359,0.029683867,0.033178907,0.026067226,0.030865404,0.036632835,0.041563321,0.769921299,0.126712519
SVBFinancia_SIVB,SIVB,Stock,0.000474696,-0.153394075,9.238316804,1.6678556,0.011514537,-0.035187207,-0.045929568,-0.062715648,-0.075318068,-0.053181885,-0.065604518,-0.085127534,-0.10109107,0.032412832,0.040224097,0.057650892,0.065450368,0.047658003,0.059532712,0.077884683,0.09490208,0.614787185,0.129549828
Salesforce.co_CRM,CRM,Stock,0.000365861,-0.077092905,8.705168769,1.584522546,0.009578217,-0.030903495,-0.040061394,-0.052802778,-0.05978236,-0.044764569,-0.054364672,-0.069721952,-0.082266194,0.028221996,0.037916683,0.056488043,0.060933938,0.044136234,0.05616572,0.074228733,0.090084895,0.873806088,0.098202972
SchlumbergerLtd_SLB,SLB,Stock,0.000245805,0.031888291,4.798542053,1.819943924,0.009629229,-0.027076657,-0.034018086,-0.039805217,-0.047035936,-0.035880675,-0.041797332,-0.049358122,-0.05572816,0.024595638,0.03064207,0.038881606,0.051087082,0.034215054,0.041193833,0.052016402,0.060512933,0.93868334,0.048164383
SeagateTechnolog_STX,STX,Stock,0.000634586,-1.346304532,18.85497443,1.560687158,0.011537667,-0.03903791,-0.051553787,-0.071150014,-0.097585679,-0.064285587,-0.08366036,-0.123046598,-0.166684704,0.032759596,0.041689077,0.057602514,0.069194921,0.049996306,0.062370094,0.084893051,0.10686697,0,0.123600547
SealedAi_SEE,SEE,Stock,0.00023227,-0.208504723,8.787182472,1.759325541,0.008606373,-0.023550888,-0.03217635,-0.040477868,-0.050641213,-0.036350464,-0.045184746,-0.059664733,-0.073434039,0.022565328,0.027123959,0.034872961,0.048309118,0.032518091,0.040500181,0.056162414,0.07100115,0.797289323,0.082563736
SempraEnerg_SRE,SRE,Stock,0.000129198,0.961001233,22.33848366,1.787600806,0.006449884,-0.017054153,-0.022712091,-0.030682976,-0.03927546,-0.026149016,-0.032198414,-0.040491274,-0.046958164,0.015944669,0.021056013,0.027207232,0.030345085,0.023974651,0.029849685,0.039130356,0.049993992,0.9,0.05
Sherwin-William_SHW,SHW,Stock,0.000180841,-0.51400187,10.16167451,1.683065843,0.007205615,-0.02027374,-0.027224764,-0.03547078,-0.044851739,-0.03139462,-0.038971808,-0.053299688,-0.066802616,0.02089163,0.027763966,0.034907047,0.040727722,0.030385707,0.036801873,0.046769435,0.054932074,0.916872301,0.029158276
SimonPropertyGroupIn_SPG,SPG,Stock,0.00013833,-0.410686989,4.278059214,1.812120428,0.007227599,-0.021028615,-0.026603423,-0.032975526,-0.040942568,-0.028334156,-0.033372892,-0.04061757,-0.044444917,0.018094199,0.02230712,0.027251371,0.032795484,0.023847956,0.027861956,0.033012771,0.036868783,0.9,0.05
SkyworksSolution_SWKS,SWKS,Stock,0.000501155,-0.04111185,6.765656351,1.651298722,0.011898039,-0.037053411,-0.048117781,-0.061499076,-0.072703396,-0.053525916,-0.064373979,-0.078742606,-0.091288412,0.033915416,0.043036984,0.060987516,0.067696281,0.050985289,0.06364816,0.081507335,0.09947379,0.72719621,0.098552217
Snap-o_SNA,SNA,Stock,0.000189678,-0.304720277,10.48659759,1.719199313,0.007399782,-0.019858342,-0.02843185,-0.040448786,-0.047896082,-0.032869841,-0.042676204,-0.055948289,-0.068105621,0.019039621,0.024760443,0.03590003,0.057403996,0.029797659,0.038307644,0.054676227,0.06798335,0.71377237,0.069776216
SouthernCo_SO,SO,Stock,9.61E-05,-0.565654749,4.820497449,1.843752146,0.006120126,-0.016116661,-0.021410798,-0.027357613,-0.031381239,-0.023544717,-0.028573222,-0.035791397,-0.041642715,0.014927558,0.018427638,0.022339327,0.025562866,0.019619061,0.022391585,0.025836641,0.027441141,0.938485268,0.031875098
SouthwestAirline_LUV,LUV,Stock,0.000319384,-0.446365839,7.437088239,1.717191627,0.009979459,-0.028639304,-0.034960389,-0.049239552,-0.056074271,-0.041952551,-0.052002748,-0.069217234,-0.086190674,0.028600118,0.034949753,0.044350487,0.053466526,0.039056159,0.046745439,0.059741016,0.071273848,0.403741491,0.12361542
StanleyBlack&Decke_SWK,SWK,Stock,0.000204057,-1.272288736,19.39962014,1.624051274,0.00711112,-0.021129818,-0.030180331,-0.039372836,-0.046239395,-0.034699709,-0.043864987,-0.059931934,-0.075933926,0.020673864,0.026762829,0.036754436,0.047848173,0.030847882,0.038235424,0.050931461,0.059826768,0.46884708,0.409146695
StarbucksCorp_SBUX,SBUX,Stock,0.00016566,-0.321162042,11.84147228,1.746241415,0.007098465,-0.019475878,-0.024974611,-0.031768457,-0.043628947,-0.029630246,-0.037245454,-0.050895105,-0.06529285,0.018871605,0.024612866,0.032130652,0.036323194,0.028280405,0.03515057,0.047231163,0.060253173,0.075535062,0.226833474
StateStreetCorp_STT,STT,Stock,0.000248049,-0.649371173,7.381557705,1.676700669,0.008506496,-0.02683658,-0.034623999,-0.046254564,-0.062094628,-0.040277857,-0.049699979,-0.065525565,-0.078634334,0.023244993,0.028050608,0.036057725,0.041918109,0.031907673,0.037838791,0.048284193,0.057638221,0.522372079,0.249302816
StrykerCorp_SYK,SYK,Stock,0.000141492,0.025759083,10.00126269,1.751531436,0.006693208,-0.018374978,-0.026695774,-0.038025328,-0.042839971,-0.0288908,-0.036277408,-0.043790614,-0.048221725,0.017887671,0.022144768,0.027241531,0.032266993,0.025286504,0.030667618,0.040028854,0.05130219,0.566119668,0.168832847
SunTrustBank_STI,STI,Stock,0.000222613,-0.144956082,6.158426879,1.755729025,0.008609648,-0.024589213,-0.032759064,-0.043511573,-0.050145902,-0.036112961,-0.043277038,-0.05376848,-0.059910234,0.022473781,0.030801032,0.036369538,0.045170627,0.032927191,0.039813491,0.049347183,0.059419689,0.736380168,0.110309091
SymantecCorp_SYMC,SYMC,Stock,0.000471158,-5.306707328,95.98460504,1.560535905,0.008359737,-0.026210054,-0.036547687,-0.05819655,-0.080568363,-0.052034825,-0.072802008,-0.118086972,-0.167174565,0.024227085,0.034591362,0.043975732,0.053422743,0.040717854,0.051999892,0.071756127,0.094124837,0.008991856,0.130524513
SynopsysInc_SNPS,SNPS,Stock,0.000163408,-0.596985536,8.648514149,1.625906793,0.006480481,-0.018580425,-0.0274067,-0.037970353,-0.04916826,-0.031691051,-0.040664061,-0.053422337,-0.064017311,0.0201596,0.025299755,0.034681101,0.040347456,0.029028959,0.035304756,0.045643382,0.052790278,0.798570396,0.077615843
SyscoCorp_SYY,SYY,Stock,0.000127283,-0.214434596,18.27145396,1.659157329,0.005480458,-0.014406346,-0.019548969,-0.027190796,-0.046889233,-0.025294824,-0.033661024,-0.050343021,-0.067359698,0.015580454,0.02093269,0.029976443,0.035007237,0.025868169,0.033603601,0.047609203,0.063444408,0.116429237,0.121185406
T-MobileU_TMUS,TMUS,Stock,0.00027684,-0.166254608,6.922684949,1.708752802,0.009144027,-0.024215263,-0.033981275,-0.049784753,-0.058792353,-0.039156261,-0.049386631,-0.064031138,-0.07316382,0.024876119,0.033404529,0.048300173,0.054077753,0.038442213,0.048020778,0.060585432,0.069607125,0.786329362,0.067947467
T.RowePriceGrou_TROW,TROW,Stock,0.000180499,-0.165976036,5.522350997,1.741004772,0.007695074,-0.022299739,-0.030334068,-0.039815339,-0.043649014,-0.032647177,-0.039297059,-0.046505876,-0.050509987,0.020482819,0.026903362,0.033416602,0.041071886,0.029831211,0.035732275,0.044971526,0.054297271,0.83243398,0.078155082
TEConnectivityLtd_TEL,TEL,Stock,0.000176061,-0.497290694,6.725958089,1.722316641,0.007483142,-0.021139044,-0.029959327,-0.040064694,-0.044462911,-0.032710777,-0.040041705,-0.04944503,-0.056167037,0.020359407,0.025327548,0.032987052,0.035902265,0.028168823,0.03359843,0.041064038,0.047371228,0.854902468,0.059474409
TJXCompaniesInc_TJX,TJX,Stock,0.000167014,0.052911282,7.332341105,1.80155169,0.007632171,-0.019347998,-0.025177964,-0.033499862,-0.041051546,-0.028655669,-0.035594627,-0.046503549,-0.054498529,0.020404873,0.025701229,0.032878543,0.041526709,0.029139862,0.035732597,0.047843093,0.059279476,0.664665393,0.149569293
Take-TwoInteractiv_TTWO,TTWO,Stock,0.000456388,0.124437748,10.67882788,1.68764251,0.011232138,-0.029910812,-0.041529216,-0.05480994,-0.072330657,-0.048516621,-0.060996897,-0.081437192,-0.098821149,0.031801338,0.043234399,0.06516578,0.079365888,0.050954769,0.065091031,0.089202604,0.108700739,0.818471894,0.04621441
"Tapestry,Inc_TPR",TPR,Stock,0.000411481,-2.145714068,27.93738924,1.704105739,0.010090661,-0.028678164,-0.037244917,-0.061831792,-0.074743536,-0.050477757,-0.067873948,-0.102777617,-0.140064057,0.025536987,0.03220593,0.043397809,0.050673085,0.038670856,0.048719905,0.066480806,0.085893428,0.081979967,0.28964017
TargetCorp_TGT,TGT,Stock,0.000272637,0.202471411,21.46007538,1.646381165,0.008059215,-0.023608012,-0.030494442,-0.044788636,-0.058361936,-0.038744281,-0.050534095,-0.069626188,-0.088117514,0.022854153,0.028726574,0.041735305,0.054650741,0.036391437,0.046777092,0.067155961,0.086324331,0.752485531,0.174692483
TechnipFM_FTI,FTI,Stock,0.000437448,-0.163419518,4.660505084,1.835698865,0.012997698,-0.033783721,-0.044873289,-0.054877893,-0.065121879,-0.04830162,-0.057593519,-0.072506863,-0.084821896,0.033652562,0.040167042,0.052717446,0.063524968,0.044919852,0.053176548,0.063795423,0.069730352,0.961103588,0.03186323
Telefle_TFX,TFX,Stock,0.000189487,-0.493285881,12.44623063,1.665000073,0.007128914,-0.020737309,-0.027041096,-0.036022863,-0.045414057,-0.032101098,-0.040421891,-0.055546828,-0.070746203,0.019899004,0.024481963,0.035141362,0.046995854,0.030549334,0.038734727,0.053732754,0.067781686,0.742352354,0.179712165
