Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
PKBK,"Parke Bancorp, Inc.",12.3,75836006.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pkbk
MSBF,MSB Financial Corp.,12.71,75673230.14,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/msbf
IROQ,"IF Bancorp, Inc.",18.75,75427012.5,n/a,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/iroq
FUNC,First United Corporation,11.49,71865583.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/func
MPB,Mid Penn Bancorp,16.99,71794982.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mpb
MFNC,Mackinac Financial Corporation,11.5,71502630,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfnc
PBSK,"Poage Bankshares, Inc.",17.9,70221896.9,n/a,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pbsk
CNFR,"Conifer Holdings, Inc.",9.08,69411987.36,n/a,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cnfr
FCAP,"First Capital, Inc.",25.05,69102579.3,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fcap
TINY,"Harris & Harris Group, Inc.",2.19,67678667.19,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/tiny
BKJ,"Bancorp of New Jersey, Inc",10.82,67519407.62,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bkj
PSBH,"PSB Holdings, Inc.",10.3,67378078.3,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/psbh
GFED,"Guaranty Federal Bancshares, Inc.",15.2836,66408220.15,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/gfed
SBCP,"Sunshine Bancorp, Inc.",15,66018720,n/a,2014,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sbcp
FCLF,First Clover Leaf Financial Corp.,9.25,64804417.75,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fclf
ASRV,AmeriServ Financial Inc.,3.36,63405924.96,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asrv
CWAY,"Coastway Bancorp, Inc.",13.04,63354566.16,n/a,2014,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cway
KINS,"Kingstone Companies, Inc",8.62,63228648.2,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kins
WYIGU,JM Global Holding Company,9.63,63196875,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyigu
ANCB,Anchor Bancorp,24.98,62450000,n/a,2011,Finance,Banks,http://www.nasdaq.com/symbol/ancb
WYIG,JM Global Holding Company,9.5,62343750,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyig
UCBA,United Community Bancorp,14.73,61885531.98,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ucba
MBCN,Middlefield Banc Corp.,33.0001,61813741.31,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbcn
UBOH,"United Bancshares, Inc.",18.49,61555595.21,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/uboh
PNBK,Patriot National Bancorp Inc.,15.5,61413635,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pnbk
SBBX,Sussex Bancorp,12.95,60157761.65,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbbx
MGYR,"Magyar Bancorp, Inc.",10.3001,59941370.15,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/mgyr
CWBC,Community West Bancshares,7.18,58884314.44,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cwbc
WBKC,"Wolverine Bancorp, Inc.",27,58852764,n/a,2011,Finance,Banks,http://www.nasdaq.com/symbol/wbkc
TFSC,1347 Capital Corp.,9.85,58587800,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/tfsc
RBPAA,"Royal Bancshares of Pennsylvania, Inc.",2.09,58363799.67,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rbpaa
FBSS,"Fauquier Bankshares, Inc.",15.5114,58083399.01,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbss
NGHCP,National General Holdings Corp,25.5899,56297780,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nghcp
UNAM,Unico American Corporation,10.53,56117665.89,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/unam
BYBK,"Bay Bancorp, Inc.",5.0468,55750364.44,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bybk
BHAC,Barington/Hilco Acquisition Corp.,9.83,55650932.88,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhac
PBHC,"Pathfinder Bancorp, Inc.",12.75,55490588.25,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pbhc
ESBK,Elmira Savings Bank NY (The),20.4999,55452229.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/esbk
CNLM,CB Pharma Acquisition Corp.,9.95,55083200,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/cnlm
FMD,First Marblehead Corporation (The),4.67,54539585.04,n/a,2003,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/fmd
SFBC,"Sound Financial Bancorp, Inc.",21.89,53978704.23,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sfbc
SVBI,Severn Bancorp Inc,5.31,53571947.49,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/svbi
ATLC,Atlanticus Holdings Corporation,3.48,53355502.68,n/a,1995,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atlc
SBFG,"SB Financial Group, Inc.",10.85,53352585.65,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbfg
USBI,"United Security Bancshares, Inc.",8.7,52576640.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/usbi
EMCF,Emclaire Financial Corp,24.3,51962099.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/emcf
HMNF,"HMN Financial, Inc.",11.564,51840174.65,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hmnf
CZWI,"Citizens Community Bancorp, Inc.",9.7,50743270.5,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/czwi
HBK,"Hamilton Bancorp, Inc.",14.42,49289189.46,n/a,2012,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hbk
UBCP,"United Bancorp, Inc.",9,48397086,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ubcp
HFBL,"Home Federal Bancorp, Inc. of Louisiana",22.7,47364934.7,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hfbl
JXSB,Jacksonville Bancorp Inc.,26.28,47044432.44,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/jxsb
WEBK,"Wellesley Bancorp, Inc.",18.87,46460544.06,n/a,2012,Finance,Banks,http://www.nasdaq.com/symbol/webk
PFBX,Peoples Financial Corporation,9,46108674,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pfbx
PIH,"1347 Property Insurance Holdings, Inc.",7.42,45884619.62,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/pih
EBMT,"Eagle Bancorp Montana, Inc.",11.8,44567608.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ebmt
AAMC,Altisource Asset Management Corp,19.97,44198043.34,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/aamc
BOTJ,"Bank of the James Financial Group, Inc.",12.82,43224117.12,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/botj
MELR,"Melrose Bancorp, Inc.",15.05,42585163.95,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/melr
TFSCU,1347 Capital Corp.,10.1001,42218418,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/tfscu
PLBC,Plumas Bancorp,8.65,41760746.8,n/a,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/plbc
BYFC,Broadway Financial Corporation,1.4,40707391.2,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/byfc
SGB,Southwest Georgia Financial Corporation,15.55,39618865.35,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sgb
NSEC,"National Security Group, Inc.",15.19,38163735.75,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/nsec
PBIB,"Porter Bancorp, Inc.",1.41,37998379.05,n/a,2006,Finance,Major Banks,http://www.nasdaq.com/symbol/pbib
WAYN,Wayne Savings Bancshares Inc.,13.5,37554826.5,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/wayn
JTPY,JetPay Corporation,2.6607,36965078.49,n/a,2011,Finance,Business Services,http://www.nasdaq.com/symbol/jtpy
SSFN,Stewardship Financial Corp,5.896,35847597.46,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ssfn
NHLD,National Holdings Corporation,2.84,35426069.12,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/nhld
GTWN,"Georgetown Bancorp, Inc.",18.3101,33475220.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/gtwn
GLBZ,Glen Burnie Bancorp,12.04,33391266.44,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/glbz
EQFN,Equitable Financial Corp.,9.05,31469818.4,n/a,2015,Finance,Savings Institutions,http://www.nasdaq.com/symbol/eqfn
GWGH,"GWG Holdings, Inc",5.14,30540800.6,n/a,2014,Finance,Life Insurance,http://www.nasdaq.com/symbol/gwgh
VBFC,Village Bank and Trust Financial Corp.,20.36,28868851.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/vbfc
SIEB,Siebert Financial Corp.,1.29,28489812.54,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sieb
CZFC,Citizens First Corporation,13.88,27326624.76,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/czfc
BANFP,BancFirst Corporation,26.75,26750000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banfp
WVFC,WVS Financial Corp.,12.5,25489112.5,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/wvfc
PYDS,"Payment Data Systems, Inc.",1.98,24501583.26,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/pyds
QCCO,"QC Holdings, Inc.",1.3,22532942.9,n/a,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/qcco
CFBK,Central Federal Corporation,1.32,21164497.2,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cfbk
GROW,"U.S. Global Investors, Inc.",1.16,17757451.68,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/grow
ANDAU,Andina Acquisition Corp. II,9.9,16335009.9,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/andau
IFMI,"Institutional Financial Markets, Inc.",1.11,14854920.21,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ifmi
CARV,"Carver Bancorp, Inc.",3.78,13971208.86,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/carv
OPHC,"OptimumBank Holdings, Inc.",0.5501,5277581.836,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ophc
BPOPM,"Popular, Inc.",17.9,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpopm
SGZA,"Selective Insurance Group, Inc.",25.95,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/sgza
ZBK,Zions Bancorporation,28.98,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/zbk
ZIONW,Zions Bancorporation,2.67,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/zionw
ZIONZ,Zions Bancorporation,1.75,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/zionz
WAFDW,"Washington Federal, Inc.",6.2,0,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/wafdw
FFBCW,First Financial Bancorp.,11,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffbcw
ASRVP,AmeriServ Financial Inc.,26.8899,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asrvp
SIVBO,SVB Financial Group,25.6,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sivbo
KMPA,Kemper Corporation,26.986,0,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kmpa
CATYW,Cathay General Bancorp,10.87,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/catyw
HBHCL,Hancock Holding Company,24.0457,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbhcl
OSBCP,"Old Second Bancorp, Inc.",10.01,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/osbcp
BPFHP,"Boston Private Financial Holdings, Inc.",26,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpfhp
BPFHW,"Boston Private Financial Holdings, Inc.",4.63,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpfhw
INTLL,INTL FCStone Inc.,25.81,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intll
IBKCP,IBERIABANK Corporation,25.95,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibkcp
WTFCM,Wintrust Financial Corporation,26.8,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wtfcm
WTFCW,Wintrust Financial Corporation,28.74,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wtfcw
PVTBP,"PrivateBancorp, Inc.",27.07,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pvtbp
PVTD,"PrivateBancorp, Inc.",26.83,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pvtd
GSJ,"Goldman Sachs Group, Inc. (The)",26.48,0,n/a,2011,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/gsj
TFG,"Goldman Sachs Group, Inc. (The)",26.51,0,n/a,2011,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/tfg
BGCA,"BGC Partners, Inc.",26.67,0,n/a,2012,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgca
AMBCW,"Ambac Financial Group, Inc.",6.1,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ambcw
THGA,"The Hanover Insurance Group, Inc.",25.99,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/thga
AFA,"American Financial Group, Inc.",25.9701,0,n/a,2012,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afa
AFGE,"American Financial Group, Inc.",26.1,0,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afge
AFGH,"American Financial Group, Inc.",25.29,0,n/a,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afgh
AFW,"American Financial Group, Inc.",26.55,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afw
AFSD,Aflac Incorporated,25.72,0,n/a,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/afsd
MGR,"Affiliated Managers Group, Inc.",26.55,0,n/a,2012,Finance,Investment Managers,http://www.nasdaq.com/symbol/mgr
BAC^W,Bank of America Corporation,27,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac^w
BAC^Y,Bank of America Corporation,26.88,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac^y
C^K,Citigroup Inc.,27.95,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/c^k
C^N,Citigroup Inc.,26.18,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/c^n
COF^C,Capital One Financial Corporation,26.55,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cof^c
AIC,Arlington Asset Investment Corp,20.1471,0,n/a,2015,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/aic
AIW,Arlington Asset Investment Corp,19.9275,0,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/aiw
GEB,General Electric Company,25.97,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/geb
HGH,"Hartford Financial Services Group, Inc. (The)",31.73,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hgh
IPB,"Merrill Lynch & Co., Inc.",26.6,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ipb
MSK,Morgan Stanley,25.4,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/msk
MWG,Morgan Stanley,25.66,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mwg
MWO,Morgan Stanley,25.23,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mwo
MWR,Morgan Stanley,25.58,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mwr
RZA,"Reinsurance Group of America, Incorporated",29.41,0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/rza
RJD,"Raymond James Financial, Inc.",26.53,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/rjd
ISM,SLM Corporation,22.15,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ism
JSM,SLM Corporation,16.39,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jsm
OSM,SLM Corporation,23.69,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/osm
USB^A,U.S. Bancorp,794.02,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/usb^a
VLY^A,Valley National Bancorp,27.78,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/vly^a
JPM^A,J P Morgan Chase & Co,25.46,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/jpm^a
JPM^H,J P Morgan Chase & Co,26.11,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/jpm^h
CVB,Lehman ABS Corporation,10.5176,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cvb
JBK,Lehman ABS Corporation,24.89,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jbk
XKE,Lehman ABS Corporation,4.67,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/xke
KCC,Lehman ABS Corporation,28.65,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/kcc
KTH,Lehman ABS Corporation,32.1,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/kth
KTN,Lehman ABS Corporation,31.05,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ktn
KTP,Lehman ABS Corporation,16.97,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ktp
PIY,"Merrill Lynch Depositor, Inc.",26,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/piy
PFX,"Phoenix Companies, Inc. (The)",20.35,0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/pfx
TZF,"Bear Stearns Depositor, Inc.",90,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/tzf
PJS,Preferred Plus Trust Ser QWS 2 Tr Ctf,25.88,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pjs
GEH,General Electric Capital Corporation,25.9,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/geh
GEK,General Electric Capital Corporation,25.69,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gek
BOCA,"Banc of California, Inc.",25.5,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boca
TCBIL,"Texas Capital Bancshares, Inc.",25.15,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbil
TCBIW,"Texas Capital Bancshares, Inc.",38.61,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbiw
PYS,PPlus Trust,24.13,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pys
PYT,PPlus Trust,19.49,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pyt
GJH,SYNTHETIC FIXED INCOME SECURITIES INC,9.97,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjh
GJS,SYNTHETIC FIXED INCOME SECURITIES INC,18.32,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjs
SBNYW,Signature Bank,126.67,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbnyw
GYC,Corporate Asset Backed Corp CABCO,22.0993,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gyc
GYB,CABCO Series 2004-101 Trust,20.5,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gyb
PFH,CABCO Series 2004-101 Trust,16.9142,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pfh
NYMTP,"New York Mortgage Trust, Inc.",18.62,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nymtp
KFH,KKR Financial Holdings LLC,26.57,0,n/a,2011,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/kfh
KFI,KKR Financial Holdings LLC,26.29,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/kfi
GJO,SYNTHETIC FIXED INCOME SECURITIES INC,19.8795,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjo
GJT,"Synthetic Fixed-Income Securities, Inc.",18.155,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjt
GJV,"Synthetic Fixed-Income Securities, Inc.",25.21,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjv
PFK,"Prudential Financial, Inc.",25.6356,0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/pfk
PJH,"Prudential Financial, Inc.",26.14,0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/pjh
PRH,"Prudential Financial, Inc.",26.16,0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/prh
AFSS,"AmTrust Financial Services, Inc.",25.4201,0,n/a,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afss
AFST,"AmTrust Financial Services, Inc.",25.8999,0,n/a,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afst
JBN,Select Asset Inc.,15.05,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jbn
JBR,Select Asset Inc.,15.2295,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jbr
JMPB,JMP Group LLC,24.8136,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/jmpb
JMPC,JMP Group LLC,24.6,0,n/a,2014,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/jmpc
DKT,Deutsch Bk Contingent Cap Tr V,27.25,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dkt
HCJ,"HCI Group, Inc.",25.54,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hcj
COWNL,"Cowen Group, Inc.",25.1501,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cownl
KWN,Kennedy-Wilson Holdings Inc.,25.9,0,n/a,2012,Finance,Real Estate,http://www.nasdaq.com/symbol/kwn
CUBS,"Customers Bancorp, Inc",26.715,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cubs
NGHCO,National General Holdings Corp,25.51,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nghco
NGHCZ,National General Holdings Corp,24.51,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nghcz
ABILW,Ability Inc.,1.2,0,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/abilw
AGFSW,"AgroFresh Solutions, Inc.",0.8801,0,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/agfsw
TFSCR,1347 Capital Corp.,0.16,0,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/tfscr
TFSCW,1347 Capital Corp.,0.219,0,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/tfscw
WLRHW,WL Ross Holding Corp.,0.3475,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/wlrhw
TRTLW,Terrapin 3 Acquisition Corporation,0.3,0,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/trtlw
AUMAU,AR Capital Acquisition Corp.,9.77,0,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/aumau
AUMAW,AR Capital Acquisition Corp.,0.1016,0,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/aumaw
HDRAR,Hydra Industries Acquisition Corp.,0.222,0,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/hdrar
HDRAU,Hydra Industries Acquisition Corp.,10.09,0,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/hdrau
HDRAW,Hydra Industries Acquisition Corp.,0.25,0,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/hdraw
HRMNU,Harmony Merger Corp.,9.97,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/hrmnu
HRMNW,Harmony Merger Corp.,0.32,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/hrmnw
CNLMR,CB Pharma Acquisition Corp.,0.165,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/cnlmr
CNLMU,CB Pharma Acquisition Corp.,10.25,0,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/cnlmu
CNLMW,CB Pharma Acquisition Corp.,0.15,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/cnlmw
QPACU,Quinpario Acquisition Corp. 2,9.82,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/qpacu
QPACW,Quinpario Acquisition Corp. 2,0.205,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/qpacw
FNTCU,FinTech Acquisition Corp.,10.2,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/fntcu
FNTCW,FinTech Acquisition Corp.,0.38,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/fntcw
BHACR,Barington/Hilco Acquisition Corp.,0.1698,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhacr
