,TYPE,MARKET,FROMSYMBOL,TOSYMBOL,FLAGS,PRICE,LASTUPDATE,LASTVOLUME,LASTVOLUMETO,LASTTRADEID,VOLUMEDAY,VOLUMEDAYTO,VOLUME24HOUR,VOLUME24HOURTO,OPENDAY,HIGHDAY,LOWDAY,OPEN24HOUR,HIGH24HOUR,LOW24HOUR,LASTMARKET,VOLUMEHOUR,VOLUMEHOURTO,OPENHOUR,HIGHHOUR,LOWHOUR,CHANGE24HOUR,CHANGEPCT24HOUR,CHANGEDAY,CHANGEPCTDAY,SUPPLY,MKTCAP,TOTALVOLUME24H,TOTALVOLUME24HTO
ABC,5,CCCAGG,ABC,USD,4,4.30854408,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,4.31241867,4.31241867,3.547962063,3.77772525,4.31241867,3.547962063,Cryptopia,0.0,0.0,4.30854408,4.30854408,4.30854408,0.5308188299999999,14.051282051282046,-0.003874589999999678,-0.08984725965857296,27856795.9055394,120022233.08658002,50.2950994,216.69865277288153
DGB,5,CCCAGG,DGB,USD,4,0.0106548475,1546196659,0.0,0.0,0,0.0,0.0,35.0,0.3906,0.0107323373,0.0110035516,0.0104223781,0.0106161026,0.0110422965,0.0104223781,HuobiPro,0.0,0.0,0.0106161026,0.0106935924,0.0106161026,3.874490000000015e-05,0.3649635036496365,-7.74898000000003e-05,-0.7220216606498223,11245788442.0,119822160.86677259,83388789.22895801,888494.8501245277
IOST,5,CCCAGG,IOST,USD,4,0.0056955003,1546196659,0.0,0.0,0,0.0,0.0,35033.47143132,199.05272085451287,0.0050755819,0.005850479899999999,0.0049980921,0.005036837,0.005850479899999999,0.0049980921,HuobiPro,0.0,0.0,0.0056955003,0.0056955003,0.0056955003,0.0006586633,13.076923076923078,0.0006199183999999998,12.213740458015264,21000000000.0,119605506.3,840018266.3898641,4784323.807802757
STRAT,5,CCCAGG,STRAT,USD,4,1.19140875,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,1.2406149,1.27974735,1.17668565,1.22472945,1.2878838,1.1677743,Binance,0.0,0.0,1.19528325,1.19605815,1.1910213,-0.0333207000000002,-2.7206580196140626,-0.04920615000000006,-3.966271080574646,99152485.1709162,118131138.4168748,4098311.8653562544,4882764.616614263
MSD,5,CCCAGG,MSD,USD,4,0.003835755,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.003835755,0.00402948,0.003835755,0.00379701,0.00402948,0.00379701,Tidex,0.0,0.0,0.003835755,0.003835755,0.003835755,3.8745000000000186e-05,1.020408163265311,0.0,0.0,30000000000.0,115072650.0,2363141.4241454173,9064.431533372905
BTM*,5,CCCAGG,BTM*,USD,4,0.0809401851,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0817925949,0.08183134080000001,0.0792741114,0.0810176769,0.0828774801,0.0792353655,BitMart,0.0,0.0,0.0810564228,0.0810564228,0.0809401851,-7.749179999999578e-05,-0.09564801530367724,-0.0008524097999999952,-1.0421601136901883,1407000000.0,113882840.43570001,18944358.716346994,1533359.9011019242
KCS,5,CCCAGG,KCS,USD,2,0.62944762,1546196657,0.0,0.0,0,0.0,0.0,0.0,0.0,0.62623544,0.649419,0.62623544,0.64746376,0.649419,0.614504,Kucoin,0.0,0.0,0.63000626,0.63000626,0.62888898,-0.01801614000000007,-2.782571182053505,0.003212180000000009,0.5129348795718123,180138154.0,113387532.30649348,84145.23460000049,52965.01765331196
GNO,5,CCCAGG,GNO,USD,4,11.1314385,1546196662,0.0,0.0,0,0.0,0.0,430.25822025,4818.888202538001,11.507265,11.507265,10.724616,10.972584,11.484018,10.9067175,Liqui,0.0,0.0,11.135313,11.135313,11.1314385,0.15885450000000034,1.4477401129943535,-0.3758265000000005,-3.26599326599327,10000000.0,111314385.0,20654.563423470474,229944.49777741666
XVG,5,CCCAGG,XVG,USD,4,0.007322805,1546196664,0.0,0.0,0,0.0,0.0,166297.81121241,1231.471392411795,0.00728406,0.007439039999999999,0.007167825,0.00728406,0.007439039999999999,0.007129079999999999,Binance,0.0,0.0,0.00728406,0.007322805,0.00728406,3.874499999999975e-05,0.5319148936170179,3.874499999999975e-05,0.5319148936170179,15172086051.0,111102227.59469305,211292432.65622103,1547266.987266115
AE,5,CCCAGG,AE,USD,4,0.405282114,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.417293343,0.417293343,0.403732278,0.405282114,0.420780474,0.403344819,IDAX,0.0,0.0,0.405282114,0.405669573,0.405282114,0.0,0.0,-0.012011228999999957,-2.87836583101206,273685830.16433,110919971.82084464,2054895.3925816396,832812.3487543468
AOA,5,CCCAGG,AOA,USD,2,0.0106551225,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0108101061,0.0110813274,0.0105388848,0.0110038356,0.0114300405,0.0105388848,Kucoin,0.0,0.0,0.0106938684,0.0106938684,0.0106551225,-0.0003487131000000001,-3.169014084507044,-0.00015498360000000024,-1.4336917562724036,10000000000.0,106551224.99999999,6502410.66929985,69283.98222669688
BTS,5,CCCAGG,BTS,USD,1,0.0401027125771206,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.04004428332147856,0.04232525145964824,0.03989142857142857,0.0401926437271322,0.04232525145964824,0.03855180830677983,OpenLedger,0.0,0.0,0.04016004188011816,0.0401027125771206,0.04022773241441307,-8.993115001160179e-05,-0.22375027286620966,5.842925564204099e-05,0.1459116028446969,2511953117.0,100736133.8582532,152305206.01723185,6107851.900908188
KMD,5,CCCAGG,KMD,USD,4,0.88144875,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.82488105,0.90934515,0.8027964,0.8229438,0.92406825,0.8008591500000001,Binance,0.0,0.0,0.883386,0.88532325,0.8795115,0.05850495,7.109227871939737,0.0565677,6.857679661813057,111220790.0,98035426.3195125,2539439.0436973306,2238385.3707682076
ICX,5,CCCAGG,ICX,USD,4,0.24370605,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.241032645,0.2448684,0.240219,0.24068394,0.24494589,0.23905665,HuobiPro,0.0,0.0,0.2433186,0.24370605,0.2433186,0.0030221099999999945,1.2556342562781688,0.0026734050000000176,1.1091464394791908,400228740.0,97538165.321877,9026477.491244785,2199807.1748051764
SC,5,CCCAGG,SC,USD,4,0.0027896616,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0027509163,0.0028284069,0.002712171,0.0027509163,0.0028284069,0.002712171,LBank,0.0,0.0,0.0027896616,0.0027896616,0.0027509163,3.8745299999999854e-05,1.4084507042253467,3.8745299999999854e-05,1.4084507042253467,33098296530.0,92333046.85515425,548497895.4074785,1530123.516499059
PAI*,5,CCCAGG,PAI*,USD,2,0.043308566,1546196657,0.0,0.0,0,0.0,0.0,0.0,0.0,0.042652164,0.045054316,0.04175834,0.04342029400000001,0.045124146,0.040906414,HuobiPro,0.0,0.0,0.043587886,0.043587886,0.043280634,-0.00011172800000001232,-0.2573174654229939,0.0006564020000000004,1.538965291421088,2100000000.0,90947988.6,109805185.58416171,4755505.127013916
REP,5,CCCAGG,REP,USD,4,8.11,1546196647,10.11378003,81.95195958308999,1546196647.4476,2799.9173302199993,22588.410197258858,3471.1362751899997,28145.39172039205,8.06,8.53,8.0,8.12,8.52,8.01,Kraken,18.413648539999997,150.11299411962,8.19,8.19,8.1,-0.009999999999999787,-0.12315270935960329,0.049999999999998934,0.6203473945409297,11000000.0,89210000.0,170681.80383325813,1384223.9056163246
XIN*,5,CCCAGG,XIN*,USD,4,87.110896,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,87.110896,87.110896,87.110896,87.110896,87.15283000000001,87.110896,BigONE,0.0,0.0,87.110896,87.110896,87.110896,0.0,0.0,0.0,0.0,1000000.0,87110896.0,3.0213000000000463,263.188150084804
PPT,5,CCCAGG,PPT,USD,4,1.5691725,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,1.54631295,1.62729,1.511055,1.53623925,1.62729,1.511055,Binance,0.0,0.0,1.5691725,1.5691725,1.5691725,0.032933250000000136,2.1437578814628084,0.022859550000000173,1.478326234026571,53252246.0,83561959.98643501,331175.8717522205,519672.0706171112
HOT*,5,CCCAGG,HOT*,USD,4,0.0004649399999999999,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.000426195,0.0004649399999999999,0.000426195,0.0004649399999999999,0.0004649399999999999,0.000426195,Liqui,0.0,0.0,0.0004649399999999999,0.0004649399999999999,0.0004649399999999999,0.0,0.0,3.8744999999999914e-05,9.090909090909072,177619433541.141,82582379.43061808,1045158635.4757137,485936.0559780782
WTC,5,CCCAGG,WTC,USD,1,1.1747484,1546196671,0.0,0.0,0,0.0,0.0,0.0,0.0,1.1050074,1.29447045,1.0957086,1.09609605,1.2948579,1.09222155,Binance,0.0,0.0,1.1731986,1.17513585,1.17203625,0.07865234999999982,7.175680452456682,0.06974099999999983,6.3113604488078385,70000000.0,82232388.0,2700082.370513468,3171917.4446289036
IOTX,5,CCCAGG,IOTX,USD,4,0.008136428999999999,1546196659,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0082526637,0.0083301535,0.0080589392,0.0082914086,0.0083301535,0.0080589392,Binance,0.0,0.0,0.008136428999999999,0.008136428999999999,0.008136428999999999,-0.0001549796000000006,-1.8691588785046804,-0.00011623470000000045,-1.4084507042253578,10000000000.0,81364289.99999999,121999630.8817028,992641.334695182
ODE,5,CCCAGG,ODE,USD,1,0.204,1546196619,200.0,40.8,328981078,70188.80490756998,13678.999468940918,86988.4406313,17041.825379654965,0.1915,0.2383,0.186,0.186,0.2383,0.186,Bitfinex,200.0,40.8,0.1918,0.204,0.1918,0.017999999999999988,9.677419354838705,0.012499999999999983,6.5274151436031245,396969697.0,80981818.188,128017.55049862298,25411.76379258885
POWR,5,CCCAGG,POWR,USD,4,0.08031838499999999,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.082410615,0.08361171,0.07954348500000001,0.08097705,0.0836892,0.07896231000000001,Binance,0.0,0.0,0.08051211,0.08051211,0.08020215,-0.0006586650000000027,-0.8133971291866062,-0.0020922300000000144,-2.5387870239774504,1000000000.0,80318384.99999999,12496085.9783943,1003665.444605775
FCT,5,CCCAGG,FCT,USD,4,9.04305966,1546196656,0.0,0.0,0,0.0,0.0,0.0,0.0,9.31039947,9.31039947,8.969444349999998,9.22903518,9.36851682,8.95394639,Upbit,0.0,0.0,9.046934149999998,9.046934149999998,9.04305966,-0.1859755199999995,-2.0151133501259393,-0.2673398099999993,-2.8714107365792683,8753873.0,79161795.79506318,62450.994447001576,564748.068610564
MCO,5,CCCAGG,MCO,USD,1,2.41488,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,2.2429875,2.44283,2.2318075,2.277925,2.44283,2.1801,BitZ,0.0,0.0,2.4106875,2.4162775,2.40929,0.13695499999999994,6.012269938650303,0.17189250000000023,7.663551401869169,31587682.3632061,76280462.38525915,6152440.321812471,14857405.084338501
WAX,5,CCCAGG,WAX,USD,4,0.03990735,1546196671,0.0,0.0,0,0.0,0.0,8199.54469903,349.352354184008,0.041340915,0.04137966,0.039403665,0.041030955,0.0418446,0.039403665,HuobiPro,0.0,0.0,0.03990735,0.03990735,0.03990735,-0.0011236049999999997,-2.7384324834749756,-0.0014335649999999978,-3.467666354264287,1850000000.0,73828597.5,17739077.848833475,707941.7186446837
CPC,5,CCCAGG,CPC,USD,4,0.3640083354999999,1546196656,0.0,0.0,0,0.0,0.0,2427.68994974,910.7954574362166,0.3665654989,0.3856667345999999,0.333981038,0.3664492642,0.3856667345999999,0.333981038,LiveCoin,0.0,0.0,0.3640083354999999,0.3640083354999999,0.3640083354999999,-0.0024409287000001223,-0.6661027701417123,-0.0025571634000001175,-0.6976006764612941,201265923.907272,73262473.95435572,111232.57891221005,40516.68198292725
GNT,5,CCCAGG,GNT,USD,4,0.07242,1546195841,348.0,25.203552000000002,328979193,1116371.9458325899,84931.46617389437,1127877.3549131397,85782.22510310182,0.0719,0.07713,0.07085,0.0721,0.07713,0.07086,Bitfinex,0.0,0.0,0.07242,0.07242,0.07242,0.00032000000000000084,0.4438280166435518,0.0005199999999999927,0.7232267037552054,1000000000.0,72420000.0,258564426.7395866,18729337.13154115
EDO,5,CCCAGG,EDO,USD,1,0.8053,1546194518,289.62421258,233.234378390674,328977519,9913.334468829997,8001.7511014471675,28586.379219730003,23899.866155584717,0.8072,0.8386,0.8051,0.8064,0.8636,0.8051,Bitfinex,0.0,0.0,0.8053,0.8053,0.8053,-0.0010999999999999899,-0.1364087301587289,-0.0019000000000000128,-0.23538156590684,89288327.072846,71903889.79176289,370740.2416231851,299436.3715490871
EDR*,5,CCCAGG,EDR*,USD,4,0.046674372,1546196657,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0474844,0.04971895999999999,0.044802928,0.049258082,0.05657626599999999,0.044802928,Kucoin,0.0,0.0,0.046674372,0.046674372,0.046674372,-0.002583710000000003,-5.245250921463006,-0.0008100280000000043,-1.7058823529411855,1500000000.0,70011558.0,104602.79270000319,4882.269658718833
HDAC,5,CCCAGG,HDAC,USD,4,0.03631159999999999,1546196657,0.0,0.0,0,0.0,0.0,0.0,0.0,0.035934518,0.03805735,0.035934518,0.03777803,0.03805735,0.03568312999999999,Bibox,0.0,0.0,0.03631159999999999,0.03631159999999999,0.03631159999999999,-0.0014664300000000047,-3.881700554528663,0.00037708199999999387,1.0493587252234575,1912601497.75489,69449620.54587644,878388.1190999985,31895.678025511497
MITH,5,CCCAGG,MITH,USD,4,0.06590575530000001,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0655570476,0.0673005861,0.06520833990000001,0.0655957929,0.06753305790000001,0.065092104,Binance,0.0,0.0,0.06586701,0.0659445006,0.06582826470000001,0.0003099624000000023,0.4725339633786213,0.00034870770000000606,0.5319148936170306,1000000000.0,65905755.300000004,39184495.549474746,2582483.7752376217
DGTX,5,CCCAGG,DGTX,USD,2,0.06459275,1546196657,0.0,0.0,0,0.0,0.0,226300.0,14492.5537,0.06431343,0.066603854,0.060500712,0.066813344,0.066813344,0.060500712,HitBTC,0.0,0.0,0.06459275,0.06459275,0.06459275,-0.0022205939999999924,-3.3235785953177146,0.00027931999999999957,0.43431053203040104,1000000000.0,64592750.00000001,836700.0,53919.96830000001
NAS,5,CCCAGG,NAS,USD,4,0.6334791149999999,1546196659,0.0,0.0,0,0.0,0.0,0.0,0.0,0.623017992,0.644715136,0.6183686039999999,0.6346414619999999,0.6551762589999999,0.617593706,HuobiPro,0.0,0.0,0.6334791149999999,0.6334791149999999,0.632704217,-0.0011623470000000635,-0.18315018315019316,0.010461122999999906,1.6791044776119253,100000000.0,63347911.499999985,2296995.4152952456,1455098.6228402893
STORJ,5,CCCAGG,STORJ,USD,4,0.148974525,1546196664,0.0,0.0,0,0.0,0.0,1165.01376368,167.2881452017313,0.14382144,0.151841655,0.142775325,0.14506128,0.152229105,0.142387875,IDAX,0.0,0.0,0.14901327,0.14901327,0.14893578,0.00391324500000001,2.6976495726495795,0.005153085000000002,3.582974137931036,424999998.0,63314172.82705095,4901856.082317503,730245.4122547499
MAID,5,CCCAGG,MAID,USD,1,0.135103815,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.138358395,0.138513375,0.13460013,0.13886208,0.13924953,0.13429017,HitBTC,0.0,0.0,0.134948835,0.135103815,0.1348326,-0.0037582650000000106,-2.706473214285722,-0.003254580000000007,-2.35228227387287,452552412.0,61141557.348651774,1537093.545050738,207667.20194822905
PAY,5,CCCAGG,PAY,USD,4,0.2963240544,1546196662,0.0,0.0,0,0.0,0.0,141.34090134000002,45.870074759716005,0.3827648187,0.414187257,0.2168574441,0.425423394,0.437046984,0.2010106164,Kucoin,0.0,0.0,0.2978351211,0.2982225741,0.2958978561,-0.12909933960000003,-30.346083788706746,-0.08644076430000003,-22.583257414718098,205218255.948578,60811105.63957955,27809793.227847014,8240714.668667112
UFR,5,CCCAGG,UFR,USD,4,0.07142757999999999,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.006989,0.09616864,0.006989,0.07142757999999999,0.07142757999999999,0.07142757999999999,Ethermium,0.0,0.0,0.07142757999999999,0.07142757999999999,0.07142757999999999,0.0,0.0,0.06443858,921.9999999999999,815000000.138288,58213477.70987757,9941.415900894986,710.0912795744487
LRC,5,CCCAGG,LRC,USD,4,0.041263425,1546196664,0.0,0.0,0,0.0,0.0,1539.11118825,66.58035507483325,0.041340915,0.04246452,0.03758265,0.04099221,0.04246452,0.037776375,Binance,0.0,0.0,0.041263425,0.041263425,0.041263425,0.00027121499999999826,0.6616257088846839,-7.74899999999995e-05,-0.18744142455482543,1395076054.52386,57565616.14514121,6103669.878542813,251861.39561400228
ARDR,5,CCCAGG,ARDR,USD,4,0.0554841288,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.05482544850000001,0.0558328419,0.05393429280000001,0.05389554690000001,0.0559103337,0.053856801,Binance,0.0,0.0,0.0554841288,0.0555228747,0.055406637,0.0015885818999999898,2.947519769949657,0.000658680299999985,1.2014134275618098,998999495.0,55428616.65171495,8870566.45290226,492175.65160178806
CVC,5,CCCAGG,CVC,USD,4,0.0553678911,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.055019178,0.0556003665,0.0544379895,0.0552516534,0.0557553501,0.0544379895,HuobiPro,0.0,0.0,0.055406637,0.055406637,0.0553678911,0.00011623769999999367,0.21037868162691703,0.0003487130999999949,0.6338028169013991,1000000000.0,55367891.099999994,10286987.288852954,569568.7919562946
VEST,5,CCCAGG,VEST,USD,2,0.00588924,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.005501789999999999,0.00612171,0.0054243,0.005191830000000001,0.00612171,0.005191830000000001,BTCAlpha,0.0,0.0,0.00596673,0.00596673,0.005850495,0.000697409999999999,13.432835820895503,0.000387450000000001,7.0422535211267805,8848000000.0,52107995.519999996,1465608.2554159702,8631.318762125948
ZCN,5,CCCAGG,ZCN,USD,2,0.128401908,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.135600578,0.1845096,0.097846,0.128401908,0.128401908,0.128401908,Bitfinex,0.0,0.0,0.128401908,0.128401908,0.128401908,0.0,0.0,-0.00719866999999999,-5.30873105865374,400000000.0,51360763.2,320.0,41.088610560000006
MGO,5,CCCAGG,MGO,USD,4,0.5073,1546196668,35.583,18.052679219999998,328981125,914160.7247855018,425474.4011355422,990545.8840625901,460347.7725388381,0.445,0.55,0.44,0.4513,0.55,0.44,Bitfinex,227.403,115.32905389999999,0.5093,0.5093,0.5071,0.055999999999999994,12.408597385331264,0.062299999999999967,13.999999999999993,100000000.0,50730000.0,9332851.75556861,4692399.541153842
THETA,5,CCCAGG,THETA,USD,4,0.04990356,1546196664,0.0,0.0,0,0.0,0.0,1210.31226014,54.4640539285217,0.051569595,0.05168583,0.049244895,0.052344495,0.053274375,0.049167405,HuobiPro,0.0,0.0,0.05029101,0.050329755,0.049864815,-0.0024409349999999982,-4.663212435233158,-0.0016660350000000032,-3.23065364387679,1000000000.0,49903560.0,19997310.03170785,997931.0261693704
FUN,5,CCCAGG,FUN,USD,4,0.0044556635,1546196656,0.0,0.0,0,0.0,0.0,1889966.7935656596,8374.167779022104,0.0043781737,0.0044556635,0.004300683899999999,0.0043781737,0.0044556635,0.004300683899999999,HitBTC,0.0,0.0,0.0044556635,0.0044556635,0.0044556635,7.74898000000003e-05,1.7699115044247857,7.74898000000003e-05,1.7699115044247857,10999873621.398,49011735.399475895,36165106.09183588,161092.65490774033
BNT,5,CCCAGG,BNT,USD,4,0.648993825,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.656743005,0.6582928410000001,0.638144973,0.630395793,0.6656545620000001,0.630395793,Poloniex,0.0,0.0,0.65093112,0.651318579,0.648993825,0.018598031999999987,2.950215119852487,-0.007749180000000022,-1.1799410029498558,75499876.7783156,48998953.81738772,1157645.8920405123,751305.0354709092
ENG,5,CCCAGG,ENG,USD,4,0.3201136686,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.3138756753,0.3345656655,0.3089937675,0.318873819,0.3358830057,0.308412588,HuobiPro,0.0,0.0,0.3172077711,0.320811084,0.3172077711,0.0012398496000000092,0.3888213851761876,0.006237993300000022,1.9874089618565678,150000000.0,48017050.29,4011075.8866692507,1284000.2171146916
MTN**,5,CCCAGG,MTN**,USD,4,0.022859491,1546196659,0.0,0.0,0,0.0,0.0,0.0,0.0,0.022859491,0.022859491,0.022859491,0.02324694,0.02324694,0.022859491,BigONE,0.0,0.0,0.022859491,0.022859491,0.022859491,-0.0003874490000000015,-1.6666666666666732,0.0,0.0,2100000000.0,48004931.1,1634.0,37.352408294
CREDO,5,CCCAGG,CREDO,USD,1,0.034905,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.04028037,0.054256332,0.032489574,0.03853512,0.054437838,0.03295032,CoinBene,0.0,0.0,0.034905,0.034905,0.034905,-0.0036301200000000006,-9.420289855072465,-0.005375370000000004,-13.344887348353563,1374729257.2286,47984924.72356428,104853.52939786672,3659.912443632538
AGI,5,CCCAGG,AGI,USD,2,0.0477349488,1546196646,0.0,0.0,0,0.0,0.0,25723.261172040002,1212.2578967350332,0.0442090719,0.0510670962,0.0435116457,0.0436278834,0.05110584210000001,0.0435116457,Binance,0.0,0.0,0.0478899324,0.0478899324,0.0475024734,0.004107065400000005,9.413854351687402,0.0035258769000000023,7.975460122699392,1000000000.0,47734948.800000004,13876126.181852303,662360.5321747779
NEXO,5,CCCAGG,NEXO,USD,2,0.08404565,1546196664,0.0,0.0,0,0.0,0.0,1900.0,158.08550000000002,0.08477235,0.087245925,0.083947825,0.0884897,0.0884897,0.08385,HitBTC,0.0,0.0,0.08404565,0.08404565,0.08404565,-0.004444050000000005,-5.0221099178774535,-0.0007266999999999968,-0.8572370590174707,560000011.0,47065564.92450215,202870.0,17048.7397805
SCRL,5,CCCAGG,SCRL,USD,1,0.0468430677,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.04564196340000001,0.04765671900000001,0.0454482369,0.0462618882,0.04765671900000001,0.045332001,IDAX,0.0,0.0,0.0468430677,0.0468430677,0.0468430677,0.0005811795000000008,1.2562814070351778,0.0012011042999999846,2.6315789473683866,1000000000.0,46843067.699999996,3529805.493999998,165346.91772327386
LOOM,5,CCCAGG,LOOM,USD,4,0.04517667,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.04478922,0.04587408,0.04393683,0.046145295,0.04703643,0.04393683,Poloniex,0.0,0.0,0.04517667,0.04517667,0.04517667,-0.0009686250000000007,-2.0990764063811937,0.00038745000000000446,0.8650519031141968,1000000000.0,45176670.0,12616851.472330151,569987.3354044734
TEL,5,CCCAGG,TEL,USD,4,0.0004472,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0004472,0.00047515,0.000433225,0.00047515,0.000489125,0.000433225,Kucoin,0.0,0.0,0.0004472,0.0004472,0.0004472,-2.7950000000000002e-05,-5.882352941176471,0.0,0.0,100000000000.0,44720000.0,27840906.859999884,12450.453547791947
ARK,5,CCCAGG,ARK,USD,4,0.415356048,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.406057032,0.419230638,0.4006326060000001,0.409156704,0.418843179,0.400245147,Binance,0.0,0.0,0.415743507,0.415743507,0.415356048,0.0061993439999999955,1.5151515151515142,0.009299015999999993,2.2900763358778606,107362168.0,44593525.80519206,1870788.588702562,777043.3548469936
PLR,5,CCCAGG,PLR,USD,1,0.05534099999999999,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.057018,0.057018,0.053664,0.057018,0.057018,0.053664,HitBTC,0.0,0.0,0.05534099999999999,0.05534099999999999,0.05534099999999999,-0.0016770000000000118,-2.941176470588256,-0.0016770000000000118,-2.941176470588256,800000000.0,44272799.99999999,33983.76000935028,1880.6952626774532
MONA,5,CCCAGG,MONA,USD,1,0.6586650000000001,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.6702885000000001,0.6881112,0.64820385,0.65517795,0.6881112,0.6497536500000001,Upbit,0.0,0.0,0.65130345,0.6586650000000001,0.65130345,0.003487050000000047,0.5322294500295754,-0.011623500000000009,-1.7341040462427757,64718925.0,42628090.735125005,1170397.3949962957,770899.8001752351
ADK,5,CCCAGG,ADK,USD,4,4.1458113,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,4.72312521,4.72312521,3.7970982,4.59913833,4.7269998,3.7970982,AidosMarket,0.0,0.0,4.1458113,4.1458113,4.1458113,-0.45332702999999963,-9.856781802864356,-0.57731391,-12.223133716160788,10200000.0,42287275.26,50962.51172186,211280.95697286964
ENJ,5,CCCAGG,ENJ,USD,1,0.0413799804,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.04292979240000001,0.0430460283,0.04091503680000001,0.0429685377,0.0439759155,0.0408762915,Binance,0.0,0.0,0.0412637445,0.0413799804,0.0412637445,-0.0015885572999999945,-3.6970243462578773,-0.0015498120000000046,-3.610108303249108,1000000000.0,41379980.4,13179596.013923397,545371.4247360684
ETN,5,CCCAGG,ETN,USD,4,0.0077104341,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0076716882,0.0077104341,0.0075554505,0.007632942300000001,0.00774918,0.0075554505,Kucoin,0.0,0.0,0.0077104341,0.0077104341,0.0077104341,7.749179999999925e-05,1.015228426395929,3.8745899999999625e-05,0.5050505050505002,5195262064.0,40057725.77670198,16135804.544398153,124414.05759006248
DGD,5,CCCAGG,DGD,USD,2,19.81026737,1546196659,0.0,0.0,0,0.0,0.0,0.0,0.0,19.9923684,21.08884907,18.81064895,18.52781118,21.25545214,18.45419587,HuobiPro,0.0,0.0,19.8761337,19.8761337,19.81026737,1.2824561899999978,6.921790046005843,-0.18210103000000188,-0.910852713178304,1999999.9966,39620534.672645085,51720.32524521867,1024593.4715711426
PNT,5,CCCAGG,PNT,USD,4,0.00038745,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00038745,0.000426195,0.000348705,0.00038745,0.0004649399999999999,0.00038745,BitZ,0.0,0.0,0.00038745,0.00038745,0.00038745,0.0,0.0,0.0,0.0,100000000000.0,38745000.0,659388092.0724195,255479.91627345895
BIX,5,CCCAGG,BIX,USD,4,0.1447546824,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1448709201,0.1475056413,0.1428173874,0.1465757397,0.1470794364,0.1428948792,Bibox,0.0,0.0,0.1443284775,0.1447546824,0.1442897316,-0.0018210573000000119,-1.2424002114723842,-0.00011623769999999367,-0.0802353570473345,265986997.0,38502863.27326475,1332362.351330836,192865.6890086124
HC,5,CCCAGG,HC,USD,4,0.8702194380000001,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.8562711300000001,0.884555199,0.849684429,0.8446475400000001,0.8806806690000001,0.840385557,ZB,0.0,0.0,0.871381797,0.87176925,0.869444532,0.025571898000000037,3.0275229357798206,0.01394830800000002,1.6289592760181018,43827103.457052,38139197.33956365,10831809.72412586,9426051.370651742
HSR,5,CCCAGG,HSR,USD,4,0.8702127000000001,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.8562645,0.88067385,0.84967785,0.8446410000000001,0.88067385,0.8403790499999999,ZB,0.0,0.0,0.8713750499999999,0.8717625,0.8694378,0.025571699999999975,3.027522935779813,0.013948200000000077,1.6289592760181086,43827095.617052,38138895.21007299,10693274.340022592,9305423.135271778
